ns1:Value4,ns2:Watts
122,109
122,109
122,109
122,111
120,111
119,111
119,111
117,111
118,112
119,112
120,112
123,111
124,111
119,111
117,111
116,111
114,111
110,111
108,113
106,113
107,113
108,113
108,113
115,113
118,113
122,113
125,113
123,113
121,113
119,113
119,113
121,113
122,114
124,114
125,115
126,115
126,115
126,115
126,115
126,115
127,115
127,117
126,115
126,115
124,115
121,115
118,117
116,117
114,117
113,117
113,117
115,117
116,117
116,117
117,117
118,117
118,117
118,117
118,117
118,117
118,117
119,118
120,119
123,119
122,119
121,119
118,119
117,119
116,119
117,119
118,119
116,119
116,119
115,119
115,119
116,119
116,120
116,120
115,121
115,121
114,121
115,121
115,121
115,121
116,121
116,121
116,121
116,121
117,121
117,121
118,122
117,121
117,123
116,123
117,123
117,123
117,123
119,123
120,123
120,123
121,123
122,123
121,123
120,123
119,123
120,123
120,123
120,123
120,125
121,124
121,125
119,125
118,124
118,124
120,124
121,125
121,125
121,124
122,124
123,124
123,124
123,124
123,124
123,124
123,125
123,124
123,124
122,124
121,124
122,124
122,124
122,124
122,124
122,124
123,124
123,124
123,124
122,124
121,124
120,124
119,124
119,124
121,124
124,124
125,124
124,124
123,124
122,124
122,124
122,124
122,124
121,124
121,124
121,124
121,124
120,124
119,124
118,124
119,124
120,124
120,124
121,124
121,124
121,124
120,124
118,124
117,124
117,124
117,124
118,124
119,125
119,125
115,124
116,124
115,124
114,124
112,124
112,124
112,124
113,124
114,124
115,124
116,124
117,124
117,124
117,124
117,124
116,124
116,124
117,124
119,124
120,124
122,124
123,124
123,124
123,124
123,124
123,124
123,124
123,124
123,124
124,124
122,124
121,124
121,124
120,124
120,124
121,124
122,124
124,125
124,124
126,124
129,124
130,124
131,124
132,124
133,124
134,124
135,124
135,124
134,124
132,124
131,124
131,124
131,124
132,124
134,124
135,124
137,124
138,124
138,124
138,124
139,124
139,124
138,124
138,124
137,124
136,124
136,124
136,124
136,124
136,124
137,124
137,124
137,124
136,124
135,124
134,124
134,124
135,124
136,124
137,124
138,124
138,124
136,124
135,124
132,124
129,124
128,124
127,124
128,124
127,124
127,124
128,124
128,124
127,124
127,124
127,124
127,124
127,124
128,124
130,124
131,124
133,124
133,124
133,124
133,124
133,124
133,124
134,124
135,124
135,124
135,124
135,124
133,124
130,124
127,124
126,124
125,124
126,124
128,124
130,124
132,124
133,125
133,124
130,124
128,124
127,124
127,124
128,124
129,124
131,124
132,124
132,124
132,124
131,124
130,124
130,124
129,124
128,124
129,124
131,125
131,124
131,124
131,125
131,125
130,124
130,124
130,124
130,124
131,124
133,124
136,124
137,124
135,124
134,124
130,124
127,124
127,124
128,124
129,125
130,124
131,124
131,125
131,124
131,124
130,124
130,124
130,124
131,124
131,124
131,124
128,124
126,125
126,125
126,124
128,124
130,124
131,124
132,124
132,124
130,124
130,124
129,124
129,124
130,124
131,124
131,124
132,124
132,124
130,124
128,124
128,124
128,124
127,124
127,124
126,124
125,124
125,124
124,124
124,124
125,124
126,124
128,124
130,124
130,124
129,124
129,124
127,124
126,124
126,124
127,124
128,124
129,124
129,124
130,124
130,124
130,124
130,124
130,124
131,124
129,124
128,124
126,124
125,124
125,124
128,124
131,124
133,124
133,124
130,124
126,125
125,124
122,124
123,124
125,124
126,121
126,121
128,137
128,137
129,139
129,168
129,152
127,138
127,149
126,149
127,120
128,120
129,231
131,124
130,117
129,89
124,101
119,139
116,141
116,141
116,138
116,145
117,133
118,145
119,145
120,169
121,122
122,122
123,114
122,152
122,131
121,127
121,132
121,133
121,133
119,139
118,146
119,135
120,142
121,131
121,147
121,148
121,148
121,146
120,135
120,175
120,153
121,153
122,138
124,165
125,165
126,112
125,145
123,141
122,136
122,131
122,135
122,136
123,136
124,150
125,134
125,125
124,152
124,145
123,149
121,142
120,142
120,127
122,149
124,127
124,134
125,110
126,110
125,138
125,131
126,120
126,148
126,115
126,138
126,137
126,145
126,145
126,141
125,125
125,130
125,138
127,176
128,176
128,151
126,151
124,138
123,117
124,135
125,124
123,142
123,142
122,132
122,132
122,145
120,143
120,153
122,129
124,128
125,138
125,143
126,143
126,154
126,145
126,122
125,135
124,165
126,132
126,132
127,152
127,126
126,159
126,134
125,143
125,144
126,150
126,161
127,152
127,152
128,162
128,132
128,152
128,153
128,152
129,152
130,152
130,152
129,153
129,152
128,152
128,152
128,152
128,152
129,152
129,154
129,152
131,152
131,152
131,152
131,152
130,153
130,153
131,152
132,152
133,152
133,152
134,153
135,152
135,152
137,152
137,153
137,153
134,153
133,152
133,154
134,153
135,152
135,152
135,152
136,152
136,152
136,152
136,152
136,152
137,152
136,152
135,152
134,152
132,152
132,152
133,152
133,152
134,152
135,152
135,152
135,152
134,152
133,152
133,152
133,152
133,152
133,152
134,152
136,152
138,152
139,152
141,152
142,153
142,153
144,153
144,152
145,152
146,152
146,152
146,152
146,152
147,152
147,152
147,152
147,153
147,152
148,152
148,152
147,152
146,152
146,152
146,152
145,154
146,152
147,152
148,152
148,152
146,152
143,153
140,152
139,152
139,152
140,152
141,152
141,152
140,152
139,152
139,152
138,152
137,152
137,152
136,152
136,152
135,152
136,152
137,152
129,152
131,152
132,152
132,152
131,152
131,152
131,152
130,153
129,152
127,152
128,152
130,152
132,152
133,152
133,152
133,152
132,152
132,152
130,152
130,152
130,152
130,152
131,152
131,152
132,152
131,152
131,152
131,152
132,152
132,152
133,152
133,152
133,152
133,152
133,152
133,151
133,152
133,152
133,153
132,152
131,152
130,152
130,152
129,152
129,152
128,152
128,153
129,152
130,152
130,152
130,152
131,152
131,153
132,153
132,152
132,152
132,152
132,152
133,152
134,152
135,152
135,152
135,153
136,152
136,152
135,152
134,152
134,152
134,152
134,152
133,152
133,152
131,153
130,152
130,152
131,152
131,152
132,152
132,152
133,152
133,152
133,152
132,152
133,152
133,152
132,152
132,153
132,152
132,152
132,152
132,152
132,152
133,152
133,152
133,152
133,152
133,152
133,152
132,152
132,152
132,152
132,152
132,152
134,152
135,152
136,152
137,152
138,153
138,153
137,153
137,153
137,153
137,153
138,153
139,152
140,152
141,152
141,152
142,152
142,152
139,152
133,152
132,152
133,152
135,152
136,152
137,152
136,152
136,152
135,152
134,78
134,42
133,74
134,120
134,141
134,137
135,127
134,127
133,139
132,146
133,145
133,160
134,160
134,153
135,163
135,163
135,186
134,190
134,203
133,186
134,209
135,209
138,205
139,205
140,174
141,149
140,174
140,168
140,168
138,171
138,171
138,150
138,81
137,87
136,65
136,55
135,55
133,70
132,70
133,58
133,85
132,88
131,101
131,120
130,99
130,99
131,121
131,119
130,138
128,117
126,117
126,123
126,121
128,127
129,127
129,124
127,125
127,141
126,143
126,143
126,123
126,152
127,152
128,98
128,131
128,149
129,110
129,117
128,134
127,137
127,137
126,135
125,127
125,119
126,113
127,113
127,131
127,115
126,121
125,129
125,111
125,142
123,135
124,123
127,137
128,137
129,140
128,123
127,116
126,116
124,120
123,120
124,115
124,115
127,119
128,130
128,114
128,119
127,122
125,122
124,132
125,107
125,114
123,120
122,121
121,121
121,130
122,130
126,117
127,117
127,132
126,117
125,124
126,142
125,142
125,127
124,127
123,119
123,130
123,130
124,136
127,150
129,183
131,178
131,178
130,184
131,182
131,187
133,184
134,182
135,182
135,182
137,181
139,181
139,181
141,181
142,181
142,181
142,181
141,181
141,180
140,180
140,181
140,180
140,181
137,181
135,181
135,182
137,182
139,183
140,181
141,181
142,181
143,181
143,181
143,181
143,181
143,181
143,180
142,181
142,181
143,181
144,181
144,181
144,181
145,181
146,181
146,181
147,181
147,181
147,181
147,181
147,182
148,181
148,181
148,181
147,182
147,181
147,181
147,181
147,181
148,181
149,181
150,180
151,181
151,181
151,181
150,181
149,181
148,181
148,182
148,181
148,181
148,180
148,181
147,181
147,181
147,181
146,181
145,180
145,180
145,182
145,182
146,181
147,181
147,181
147,181
146,181
146,181
145,181
145,181
145,181
146,181
146,181
147,181
147,181
147,181
147,181
147,181
148,181
148,181
147,181
146,181
146,181
146,181
146,181
145,181
147,181
146,181
145,182
146,181
146,181
147,181
148,181
147,181
146,181
145,181
145,181
146,182
146,181
146,180
146,180
147,181
147,182
147,182
147,181
147,181
147,181
148,181
148,181
148,181
148,181
148,181
147,181
147,181
146,181
145,181
145,181
145,181
145,181
145,181
145,182
145,181
146,181
146,181
146,181
146,181
146,181
145,181
145,182
145,181
146,181
146,181
146,181
146,181
145,181
144,181
144,181
144,181
144,181
145,181
145,181
145,181
145,181
146,181
146,181
146,181
146,181
146,181
145,181
145,181
145,181
145,181
145,182
145,182
145,181
146,181
146,181
147,181
146,181
146,181
142,196
142,189
143,271
143,284
143,294
143,294
144,190
144,197
145,197
145,89
145,89
145,161
147,161
147,114
148,89
147,77
147,81
146,88
146,89
146,98
146,98
147,134
147,110
146,150
144,79
141,112
140,91
139,91
140,66
141,87
142,109
142,99
141,103
140,98
140,110
140,112
138,112
137,120
135,139
135,142
135,156
136,156
136,122
136,149
136,149
135,109
135,108
135,127
135,102
135,111
135,107
134,114
134,114
133,100
132,105
133,123
133,123
133,107
132,107
130,115
129,124
130,115
131,130
131,137
131,116
131,116
130,122
129,122
129,86
129,104
129,105
128,116
127,116
128,130
128,129
129,129
129,129
128,120
128,136
127,130
127,130
128,138
129,116
132,116
133,142
133,118
132,137
130,126
129,126
130,112
131,113
131,113
131,111
130,120
128,118
127,112
125,113
125,116
125,116
126,114
126,135
127,115
127,135
127,133
127,116
127,116
127,132
127,112
126,126
126,110
125,140
125,142
125,123
128,143
129,143
130,109
132,132
132,162
131,256
130,184
130,184
130,184
132,209
134,209
135,208
136,208
138,210
139,209
140,208
141,208
141,207
141,207
141,208
141,208
142,207
143,207
144,207
145,207
146,208
147,207
148,207
148,207
149,207
149,208
149,208
149,208
149,208
149,207
150,207
150,207
150,206
151,207
152,207
152,207
153,207
154,207
154,207
155,207
156,207
157,207
158,208
159,208
160,207
161,208
161,207
163,207
162,207
163,207
163,207
163,207
163,207
162,207
161,207
159,207
158,207
159,207
159,207
160,207
159,207
160,207
161,207
163,207
164,207
164,207
165,207
166,207
167,207
167,208
168,208
170,207
170,207
170,206
171,206
169,207
170,207
170,207
169,207
170,207
169,207
169,207
169,208
169,207
169,207
169,207
168,207
166,207
166,207
166,207
166,207
166,207
167,207
166,207
166,207
166,207
165,208
166,208
166,207
165,207
165,208
164,207
164,207
164,207
164,207
165,207
165,207
165,207
165,207
165,207
165,208
165,207
165,207
164,207
164,207
165,207
165,207
165,209
165,207
165,207
163,207
157,207
155,207
155,207
151,207
150,97
149,106
149,138
150,147
152,145
152,170
152,170
152,183
152,172
151,173
150,182
150,182
150,144
150,144
149,167
149,92
150,121
151,143
152,67
152,53
151,49
149,49
148,31
147,78
145,83
144,92
141,87
140,77
139,69
139,69
139,82
138,103
137,95
137,112
137,109
138,128
136,122
135,122
131,100
128,120
129,135
130,112
131,103
132,103
132,115
131,125
130,122
131,111
131,120
132,119
134,119
136,119
136,118
135,123
133,122
131,120
130,120
131,129
127,134
126,115
128,115
129,120
127,122
125,121
122,115
122,116
122,101
123,100
125,100
127,120
128,102
129,122
129,124
128,105
126,105
125,148
124,148
125,132
128,124
129,123
130,148
130,148
130,123
129,126
128,115
127,126
127,130
126,114
126,114
126,114
126,114
128,139
128,110
128,119
128,100
128,119
128,99
128,100
127,117
127,117
128,124
130,132
132,110
131,130
130,135
128,122
128,127
128,127
129,117
129,104
128,117
128,89
128,188
129,99
130,253
131,213
132,266
133,283
133,257
133,257
133,230
134,246
135,241
137,239
138,239
139,240
140,239
142,239
143,239
144,239
147,239
147,238
148,239
150,238
151,238
152,238
153,238
153,238
152,239
153,239
153,238
155,238
156,238
157,238
159,238
159,238
161,238
162,238
162,238
164,238
164,238
163,238
164,237
165,237
165,238
164,238
164,238
164,238
164,238
164,238
164,238
165,238
165,238
165,238
165,239
165,239
165,238
165,238
165,238
165,238
165,238
166,238
166,238
167,238
167,238
167,238
168,238
169,238
169,238
169,238
169,238
169,238
168,236
168,78
167,100
166,115
165,138
166,138
164,122
163,133
162,135
162,156
159,145
158,144
158,149
158,149
158,162
157,161
157,199
156,80
156,80
155,72
154,72
153,72
152,64
152,74
152,57
151,62
150,80
149,74
149,87
148,87
147,90
146,98
146,100
145,94
145,91
144,91
144,107
145,116
145,116
146,100
144,112
141,129
135,129
133,111
133,111
134,115
135,106
135,119
134,124
134,128
133,128
132,122
132,122
133,130
135,131
136,134
136,123
135,125
135,118
133,94
133,94
132,101
132,107
133,121
133,125
133,95
131,104
131,104
131,100
131,114
131,111
131,109
132,128
132,128
132,108
131,107
131,113
130,113
130,113
130,107
131,110
131,124
132,110
132,110
131,121
130,120
129,118
128,116
129,131
131,116
133,105
134,105
133,131
131,116
128,116
127,115
127,115
128,124
128,116
127,116
126,113
121,122
122,114
125,113
126,113
127,109
127,119
126,119
124,116
123,120
124,134
125,152
125,133
125,121
124,121
124,96
123,120
123,116
124,112
124,112
124,107
124,0
125,10
127,10
130,19
132,9
