ns1:Value4,ns2:Watts
138,199
138,200
138,199
139,199
140,198
140,198
140,198
141,198
141,198
141,199
141,199
141,199
141,201
142,201
143,199
143,199
143,199
144,198
145,200
145,200
146,199
146,199
146,199
146,200
146,198
146,198
146,198
145,198
145,104
145,104
145,104
145,104
144,104
144,103
143,103
142,103
142,104
137,104
135,104
136,104
136,104
136,105
136,105
136,104
137,104
138,104
140,104
140,104
141,104
141,104
140,104
139,104
138,104
135,104
136,104
136,104
136,104
137,104
137,104
138,152
141,152
142,154
142,154
143,153
144,152
143,152
143,152
143,151
143,152
143,152
143,152
143,151
144,152
144,152
143,152
144,151
144,151
145,152
145,152
146,154
147,152
148,151
148,153
148,152
148,151
148,151
148,151
148,152
148,152
148,152
148,153
149,152
149,152
150,152
149,155
148,152
147,152
145,152
141,152
139,152
138,151
138,151
137,152
137,152
137,153
137,153
137,153
137,153
137,152
137,152
136,152
135,152
135,153
136,153
137,153
137,151
137,152
137,152
137,152
137,203
138,203
139,219
138,219
138,217
140,218
141,218
142,218
143,218
143,220
144,218
144,216
143,216
144,218
144,218
144,217
145,217
145,219
146,219
146,219
146,219
146,217
146,218
147,218
147,218
147,217
148,217
148,217
148,217
148,217
148,218
148,218
148,161
148,103
146,103
145,104
144,105
144,104
144,104
143,104
144,104
144,104
145,104
147,104
148,78
147,78
144,0
142,0
142,0
144,0
145,0
144,0
142,17
140,17
139,17
140,17
140,0
143,0
143,304
145,304
145,304
146,462
147,159
148,159
148,104
148,104
149,104
150,104
150,103
151,104
152,104
152,104
153,104
153,104
152,104
152,104
150,105
150,104
148,104
145,104
140,104
136,104
131,104
128,104
128,104
129,104
130,104
131,104
129,104
128,104
125,104
123,104
121,104
122,104
124,104
124,104
125,105
125,105
126,106
130,104
130,103
128,104
128,104
128,104
129,104
129,104
130,104
131,104
131,104
130,104
131,104
131,104
132,104
132,104
131,104
131,104
131,105
130,105
130,104
129,105
129,104
129,104
127,104
126,104
126,104
127,104
127,104
127,104
127,104
126,105
126,104
128,104
129,103
129,104
131,104
133,105
133,105
133,104
133,104
133,104
133,104
135,104
134,104
134,104
134,104
133,104
132,104
133,104
133,104
133,104
133,104
133,104
133,106
134,106
133,104
129,103
127,103
125,104
122,104
120,104
119,104
119,104
119,104
120,104
121,104
121,104
121,104
122,104
122,104
120,105
119,104
119,104
120,104
122,104
125,104
125,104
124,104
124,104
122,104
122,104
123,104
124,104
124,104
124,104
123,104
122,104
122,104
122,104
122,104
122,104
122,104
122,104
121,104
120,104
119,104
119,104
119,104
119,104
120,104
122,104
123,104
125,104
125,104
126,104
127,104
127,104
125,104
123,104
122,104
120,104
119,104
119,104
119,104
120,104
121,104
121,104
121,104
120,104
120,104
120,104
121,104
122,104
122,104
122,104
122,104
123,104
124,104
124,104
123,104
122,104
122,104
122,104
123,104
123,104
122,104
121,105
120,104
120,104
120,104
120,105
121,103
123,104
124,104
124,104
124,104
125,104
125,104
125,104
123,104
122,104
121,104
121,104
122,104
123,104
123,105
123,104
123,104
122,104
120,104
120,104
120,104
120,104
121,104
121,104
121,104
120,104
120,104
119,104
118,104
118,104
118,104
119,104
119,105
120,104
120,105
120,104
119,104
119,104
120,104
120,105
121,104
122,104
122,104
123,105
123,105
122,104
121,104
120,105
120,104
121,105
121,105
122,104
123,104
123,104
123,104
123,104
123,105
122,105
121,105
120,104
120,105
120,105
121,105
121,130
121,153
122,153
123,152
124,152
125,152
126,152
126,152
126,152
127,152
127,153
127,153
127,153
127,153
127,152
128,152
128,152
128,152
130,153
131,153
132,152
131,152
130,152
127,152
128,152
128,152
129,152
128,152
129,114
128,114
127,153
126,153
127,152
127,152
128,152
128,152
128,152
128,151
128,151
128,152
128,152
129,153
129,153
129,152
130,152
130,152
131,152
132,152
132,152
132,152
133,152
134,152
134,152
134,152
133,152
133,153
133,153
132,153
133,154
133,154
134,151
134,151
134,198
133,199
134,198
135,198
136,199
137,199
139,198
141,198
142,198
143,199
143,198
144,199
144,198
144,198
144,199
144,199
145,198
146,198
147,199
148,199
148,200
149,200
149,200
150,200
150,198
151,199
151,199
151,200
151,200
152,200
153,179
154,155
154,155
154,155
155,153
154,152
156,152
154,153
153,153
153,153
154,153
154,152
154,152
154,152
154,152
154,152
154,152
155,152
154,151
154,152
154,152
155,151
155,152
154,152
152,152
149,152
149,152
148,152
148,152
149,152
149,152
149,152
149,152
149,152
148,152
148,152
147,153
146,152
147,152
146,152
145,152
145,153
143,152
143,152
142,152
141,152
141,152
141,152
141,152
142,152
142,152
141,153
141,152
140,152
139,152
138,152
138,152
137,152
137,152
137,152
137,152
138,151
138,151
138,198
139,198
140,197
141,199
141,199
142,198
143,198
143,198
144,200
145,198
146,200
147,198
148,200
148,198
149,198
150,199
150,199
151,199
151,201
152,199
152,198
152,199
152,200
152,200
153,200
153,200
153,200
153,200
153,199
154,166
154,153
155,152
155,152
155,152
156,152
156,151
157,154
158,152
158,152
158,152
157,151
157,152
158,152
159,152
160,153
160,153
161,152
162,152
162,152
163,152
164,152
165,152
165,153
166,152
166,152
166,152
164,153
163,152
162,152
161,152
160,152
160,152
160,152
160,152
159,152
159,152
158,152
158,152
157,151
157,151
156,153
156,152
154,152
154,152
152,152
152,152
151,152
151,152
151,152
150,152
148,152
146,152
145,151
145,151
145,152
145,152
145,153
145,153
145,153
144,153
145,152
145,186
144,198
143,198
142,199
142,199
142,198
143,199
143,199
144,199
145,198
141,200
140,198
143,200
145,198
146,199
146,198
146,198
146,199
146,199
147,198
147,198
148,199
150,199
150,201
150,200
150,201
150,200
150,200
150,200
151,200
152,88
152,151
153,154
153,153
153,152
152,153
152,152
151,152
152,153
152,152
151,153
151,153
151,152
151,152
150,152
150,152
150,151
150,153
151,152
152,153
153,153
152,151
151,152
150,152
149,153
148,152
147,152
147,152
146,153
146,153
146,152
146,152
146,152
145,153
145,153
144,152
143,153
141,153
141,152
141,153
140,153
140,152
140,152
139,153
140,152
141,152
141,152
140,152
140,152
140,153
140,153
141,153
141,152
141,151
140,151
140,152
140,152
141,152
140,152
140,152
140,152
139,152
140,152
140,198
140,199
141,198
142,199
144,198
147,197
148,199
149,197
148,198
149,198
148,199
149,199
151,198
152,199
152,199
153,199
153,198
153,200
153,198
153,199
153,199
152,199
152,200
152,199
153,199
153,201
155,200
155,200
156,201
156,189
157,153
157,152
157,152
157,152
158,154
157,154
157,152
157,152
158,152
159,152
159,152
161,153
160,152
158,151
159,152
160,152
160,152
161,152
161,152
160,152
160,152
160,152
159,152
160,152
159,152
160,152
161,152
161,152
160,152
160,152
160,152
159,152
158,152
158,152
158,152
158,152
158,152
157,152
157,152
157,153
158,153
158,153
158,151
156,152
155,152
154,153
153,153
152,152
151,152
151,152
152,152
152,153
153,153
153,153
153,152
153,154
152,154
153,152
153,152
152,152
150,187
148,198
145,197
145,197
145,197
148,198
149,198
149,198
149,198
148,199
148,198
149,200
150,199
150,200
150,200
151,200
152,200
152,199
152,199
153,199
152,199
153,200
153,198
153,200
155,199
156,199
157,200
157,200
158,199
158,199
158,200
158,100
159,115
158,115
158,154
158,154
159,152
159,152
159,152
159,152
158,152
157,152
157,152
158,153
158,153
157,153
157,152
157,152
157,152
157,152
156,152
156,152
155,152
155,152
154,152
154,154
153,152
153,152
153,152
152,152
152,152
147,152
147,152
149,152
150,152
150,152
147,152
145,151
143,151
142,153
142,152
143,152
144,152
144,153
144,152
143,152
143,152
144,152
145,153
146,153
146,152
146,152
146,152
146,151
146,151
145,152
144,152
145,152
144,152
144,152
144,152
144,152
145,175
145,198
145,199
146,199
147,198
147,198
148,197
149,200
149,199
150,199
151,198
152,199
153,199
153,199
154,200
155,199
156,199
156,199
157,200
158,198
159,199
160,199
160,199
160,198
161,200
161,198
162,200
162,198
163,200
163,200
163,200
163,200
163,0
162,79
162,106
162,105
162,104
163,105
164,105
165,105
165,104
167,104
167,104
168,104
169,104
169,104
169,104
169,104
168,104
169,104
168,105
167,104
165,104
163,104
163,104
162,104
159,104
159,104
160,104
161,104
161,104
159,105
158,104
158,104
159,104
157,104
158,105
154,105
154,105
155,104
155,104
155,104
155,104
154,104
153,105
152,104
153,104
153,104
154,104
154,104
153,104
152,104
150,104
150,104
149,104
150,104
150,104
149,104
147,104
146,104
146,104
146,104
145,104
145,104
144,104
144,104
144,104
144,104
143,104
143,104
143,104
143,104
143,104
143,104
143,105
144,105
145,103
146,104
146,104
145,105
144,104
143,103
142,104
141,104
141,104
141,104
141,104
140,104
140,105
141,104
142,104
142,104
140,105
139,104
138,104
138,105
138,105
139,103
139,103
139,104
139,104
140,104
140,104
140,104
139,104
139,104
139,104
139,104
140,104
140,104
140,104
139,104
139,104
138,104
137,104
137,104
137,104
138,104
139,105
141,105
141,105
143,106
143,106
142,151
141,151
139,151
135,151
134,152
133,153
131,153
131,151
131,151
132,151
131,151
131,151
131,151
131,152
132,152
132,152
132,152
132,152
132,152
132,153
133,152
133,152
133,152
133,152
134,152
133,152
133,152
132,152
133,152
133,152
133,152
132,151
132,152
133,152
129,153
130,153
131,152
132,152
133,152
134,153
134,152
135,153
135,152
136,152
137,152
138,151
139,151
138,151
136,151
134,151
132,152
132,153
133,153
133,152
133,152
133,152
133,152
132,153
132,153
133,155
134,155
136,167
137,201
139,200
141,200
141,199
143,198
144,198
144,199
145,199
145,199
146,199
147,198
147,199
147,199
147,199
147,198
148,198
149,198
148,199
149,199
149,199
149,200
149,200
149,199
149,200
149,199
150,198
150,198
150,198
150,198
150,186
150,76
151,38
150,75
148,150
147,151
146,153
146,152
146,153
145,152
144,153
144,152
143,152
142,152
142,152
141,151
141,152
141,152
142,152
142,152
142,152
142,152
141,152
141,153
141,152
141,152
141,152
141,152
141,152
141,153
142,151
142,151
143,152
143,153
146,153
146,153
148,152
148,152
148,152
149,153
150,153
150,152
151,152
151,152
152,152
152,152
151,151
151,156
152,153
152,152
152,151
152,151
151,152
149,153
149,152
144,152
141,153
142,152
142,152
142,152
142,152
142,179
142,201
142,200
142,200
142,199
142,199
143,199
144,200
145,199
146,200
146,200
147,200
147,199
147,199
147,199
148,198
149,199
149,198
149,199
150,198
150,199
150,199
150,199
150,199
150,198
151,198
151,199
151,199
152,199
152,199
152,199
152,197
152,0
151,37
149,75
148,149
147,151
147,151
147,152
146,153
144,153
142,153
141,153
141,153
141,152
142,152
142,152
142,152
143,152
143,152
143,152
143,152
143,152
143,152
144,152
144,152
145,152
145,152
145,152
145,151
143,152
142,152
142,152
142,151
142,152
142,152
143,152
142,152
142,151
142,153
141,153
141,152
142,153
142,152
142,152
142,152
143,152
143,152
143,152
144,152
144,152
143,152
143,152
143,152
143,152
144,153
144,152
145,153
145,153
143,152
143,152
142,155
140,181
140,201
142,199
144,199
145,201
145,199
147,199
148,198
150,199
151,200
154,200
155,199
156,199
157,199
158,199
159,201
160,199
160,199
161,199
161,198
162,199
162,199
163,198
163,199
163,200
163,199
164,199
164,198
164,198
164,198
164,199
165,198
165,49
166,49
166,49
166,193
166,193
166,194
165,194
164,200
164,200
163,196
162,196
162,199
161,197
161,199
160,197
160,201
159,197
159,191
158,191
156,184
155,181
156,164
156,151
155,151
152,151
150,151
149,151
148,151
147,0
148,0
148,0
148,138
148,138
147,138
146,0
146,0
145,0
144,133
142,133
141,133
139,133
137,0
137,116
135,116
137,116
139,96
141,96
142,100
142,100
142,100
142,104
142,133
142,151
142,151
143,167
144,167
144,171
144,171
144,171
144,162
144,162
144,158
145,157
146,186
147,215
148,249
148,233
149,214
149,205
150,202
150,204
150,203
151,202
152,198
152,198
153,199
153,202
153,201
154,200
154,198
154,198
154,201
154,199
154,199
154,198
155,199
155,205
156,205
156,199
156,199
157,193
157,192
157,192
157,194
157,196
157,197
158,198
157,197
158,196
158,196
155,197
155,197
155,205
156,199
156,193
157,193
158,199
159,195
159,198
161,200
161,200
163,196
163,197
165,198
165,208
166,202
167,193
166,186
166,194
165,196
164,200
163,198
163,199
162,200
161,198
161,201
161,198
160,197
160,198
160,199
159,199
158,201
158,199
159,200
159,199
159,199
159,198
156,195
156,200
155,199
156,200
156,202
157,200
157,203
158,196
157,201
158,199
158,201
158,199
158,200
158,200
158,200
159,211
159,218
158,211
159,202
159,196
159,196
160,199
161,197
161,198
161,202
162,200
162,200
162,198
162,197
163,203
163,201
163,193
164,196
164,203
164,197
164,197
164,198
164,197
164,201
164,201
165,196
164,194
164,203
164,199
164,199
164,199
165,192
164,189
164,186
163,193
163,198
162,197
162,192
162,193
162,190
161,193
162,195
162,198
162,198
162,201
161,196
161,199
161,197
161,194
161,195
161,187
157,187
155,179
155,175
156,179
156,192
157,208
157,223
157,220
158,214
158,214
159,201
159,197
160,199
160,198
160,193
159,196
159,200
159,210
160,208
159,203
160,199
160,192
160,199
161,203
161,206
161,203
161,197
161,201
161,202
162,202
162,193
162,198
163,205
163,202
162,202
163,203
163,199
163,198
164,194
164,194
164,199
165,203
165,231
165,212
166,199
166,203
166,205
167,194
168,197
168,199
168,195
169,195
169,198
170,197
169,202
169,197
168,197
168,206
168,200
169,192
169,201
169,202
170,198
171,198
172,203
173,205
174,201
174,193
174,194
174,199
174,199
176,196
176,190
176,187
176,182
177,172
176,172
176,168
177,168
176,168
175,168
175,0
175,0
172,0
171,0
172,0
170,0
162,27
162,53
161,59
158,80
156,80
156,141
156,194
156,195
156,197
155,194
153,194
152,192
152,191
151,188
151,184
151,193
151,190
150,187
150,185
150,185
149,164
148,164
148,153
147,153
147,153
147,153
147,135
147,123
147,123
147,123
147,118
147,121
147,121
147,128
147,128
147,132
148,146
149,146
149,145
150,145
150,145
150,145
151,160
152,173
153,191
154,191
155,191
154,189
152,189
151,189
151,162
152,147
153,147
154,140
156,140
156,140
156,134
157,149
157,149
157,149
158,147
158,155
159,150
159,150
158,150
158,147
158,149
157,149
157,141
157,153
157,153
158,153
158,153
158,141
158,139
158,136
157,136
155,135
153,135
152,146
151,146
150,141
150,141
150,144
149,144
149,130
148,130
147,126
146,126
145,126
144,124
143,124
143,119
143,119
143,120
142,120
141,120
140,120
139,106
140,108
141,108
143,108
142,108
141,108
140,96
140,96
139,97
141,97
143,173
145,255
145,255
147,202
148,202
148,201
150,199
152,200
152,200
154,201
156,201
157,201
158,196
160,196
160,198
161,202
161,199
161,198
161,201
162,201
160,196
160,199
161,199
161,199
162,197
162,200
163,200
163,198
164,196
164,196
164,200
164,200
164,201
165,201
165,201
165,196
164,192
165,188
166,180
165,180
165,180
164,180
160,0
157,0
156,0
155,0
154,0
153,0
152,0
149,23
150,44
150,56
149,82
147,82
147,141
146,197
146,193
146,199
148,198
148,198
148,198
148,197
149,209
149,209
150,193
148,195
148,193
146,196
144,200
142,202
141,201
141,201
141,199
142,199
142,194
142,194
143,198
144,195
143,198
144,200
144,200
143,198
144,199
144,202
145,201
146,201
147,198
147,201
147,200
147,196
147,196
148,195
148,195
149,192
150,191
150,191
150,189
150,177
150,177
149,177
149,0
149,0
150,0
150,0
150,0
151,0
152,0
153,9
154,27
156,27
156,48
156,55
157,140
157,169
157,193
158,195
158,194
158,195
158,189
157,189
156,171
155,171
155,148
154,148
153,148
152,0
152,0
152,0
152,117
151,117
150,0
148,0
146,0
146,0
146,0
126,80
129,114
130,54
133,54
135,52
137,52
138,44
138,48
137,44
135,70
134,84
135,60
137,60
137,60
138,75
138,75
138,75
136,84
134,114
128,202
126,389
127,389
129,329
129,354
131,303
133,258
135,243
136,209
136,202
137,202
138,179
139,141
139,199
139,197
139,198
140,198
141,198
141,198
142,201
143,201
144,199
144,199
146,198
146,198
148,198
148,202
149,196
149,196
150,172
152,149
153,150
154,152
155,152
156,152
157,152
159,153
160,152
161,151
161,151
162,153
162,152
163,152
164,152
165,153
165,152
166,152
167,152
167,152
168,152
168,152
168,152
167,152
167,151
167,151
167,152
166,151
164,152
163,152
163,154
163,154
163,150
163,151
162,151
162,152
163,150
162,150
162,152
161,152
161,153
161,155
160,156
160,156
160,152
160,152
160,150
160,153
160,153
157,152
157,152
157,154
157,154
158,153
158,151
158,152
158,152
157,152
157,152
157,157
157,157
157,157
157,157
157,196
157,196
157,197
156,196
157,196
157,201
158,201
159,209
159,196
160,196
159,198
158,201
156,200
155,197
154,199
154,199
153,199
153,197
153,199
153,200
153,199
153,199
154,200
154,199
155,199
155,199
155,197
155,198
155,198
154,182
154,182
154,149
153,150
152,152
152,152
152,152
151,153
151,155
151,154
151,154
151,152
152,153
152,151
153,151
154,152
154,152
154,152
152,151
151,151
151,153
151,153
151,153
151,153
151,152
152,152
152,153
152,153
152,152
152,152
152,152
152,152
152,150
152,153
153,152
155,151
156,152
156,152
157,152
158,152
158,152
158,151
159,151
158,151
159,152
160,153
160,153
160,153
160,151
161,151
160,151
160,152
160,152
160,152
160,152
160,153
160,153
160,151
159,153
160,153
160,153
159,182
159,199
159,199
160,198
160,198
161,198
161,199
162,197
163,197
163,201
163,198
163,200
162,200
162,199
162,199
162,199
162,199
162,197
163,197
163,198
163,199
164,199
164,199
164,200
164,198
163,199
162,200
163,200
162,198
162,198
162,198
162,161
162,153
162,153
163,154
163,152
163,152
163,152
164,153
164,153
163,153
163,151
162,152
161,153
160,153
161,151
161,151
163,152
163,152
160,152
157,153
156,152
154,151
154,151
153,152
152,152
153,152
153,152
153,153
153,154
153,153
153,153
153,153
152,152
152,153
152,152
151,153
151,151
151,151
150,151
150,151
150,151
149,153
149,153
149,152
149,152
149,155
150,153
150,151
151,151
151,152
151,152
151,152
152,152
152,152
152,152
152,152
152,152
152,152
153,152
153,154
153,177
153,177
153,199
153,198
154,199
154,199
154,199
155,199
155,198
155,199
155,199
155,200
155,199
155,199
155,198
155,198
156,200
156,201
156,197
157,197
157,200
157,198
157,199
157,199
157,197
158,198
157,198
157,201
157,201
157,197
157,198
157,198
157,174
157,153
157,153
157,153
157,152
157,156
157,155
158,150
158,151
159,153
160,153
161,152
163,152
164,152
164,152
165,151
165,153
166,153
167,153
168,153
169,152
169,152
170,151
169,152
169,152
169,152
169,152
170,153
169,151
170,152
169,152
169,152
169,152
169,150
169,151
169,153
169,151
168,151
169,151
168,152
168,152
168,152
167,153
167,153
166,153
166,153
165,152
165,153
165,152
165,151
165,151
165,152
165,152
164,152
165,152
164,152
164,152
164,151
163,151
163,152
163,204
163,204
163,204
163,197
163,198
163,198
163,198
164,197
163,197
164,200
163,198
163,198
164,198
164,198
164,199
164,201
164,201
164,199
164,199
166,198
165,198
165,198
166,197
165,203
165,200
165,196
165,197
165,200
165,197
166,197
166,197
166,187
166,187
166,141
166,74
165,67
165,67
165,67
165,67
164,0
163,0
163,0
162,0
162,0
162,0
161,0
160,0
158,0
156,0
154,0
153,0
152,0
