HR,Watts
147,197
146,197
147,200
147,195
149,195
149,197
149,197
150,196
150,196
150,195
150,196
151,195
151,195
151,197
152,195
153,195
153,196
153,196
153,197
153,197
153,195
153,195
153,196
153,197
153,197
154,195
154,196
155,198
155,196
155,195
155,196
153,195
152,195
151,197
152,194
152,194
151,199
152,197
152,194
152,194
151,198
152,199
152,194
152,196
151,195
151,195
151,196
151,196
151,195
151,196
152,194
152,195
152,196
152,197
152,195
151,199
151,198
151,194
151,195
152,197
152,197
152,194
152,197
153,198
154,196
154,193
154,193
154,196
153,198
153,196
153,195
153,197
153,197
153,197
153,195
154,196
154,194
154,195
155,199
155,194
155,197
155,197
155,196
156,196
156,195
157,196
157,196
158,197
158,195
158,196
157,195
158,195
158,195
158,195
158,194
158,197
158,197
158,197
158,194
158,240
158,240
158,244
158,244
159,243
159,243
160,245
161,247
162,243
163,244
164,248
165,243
166,243
166,246
166,244
167,245
168,246
169,245
169,245
169,244
170,245
170,248
170,247
170,244
170,244
170,246
171,244
171,245
171,245
171,244
172,205
172,200
172,196
172,194
172,196
172,196
172,198
172,197
173,197
172,194
172,196
173,196
172,195
172,196
171,194
171,195
170,200
170,200
170,195
170,196
169,196
169,194
170,195
170,196
170,195
169,194
169,201
169,204
168,197
167,196
165,196
162,195
161,193
159,199
159,198
158,194
157,197
157,197
156,196
156,196
156,194
155,199
155,199
156,193
156,193
156,196
156,197
157,196
157,196
157,193
157,193
157,196
157,196
157,196
156,196
156,198
156,195
156,194
156,194
155,196
155,198
154,199
154,195
154,196
155,198
155,195
155,196
155,197
155,198
156,196
156,197
156,198
156,197
156,195
157,195
156,195
156,197
155,196
155,194
154,195
154,196
154,196
154,195
154,198
153,198
153,194
153,196
153,196
153,196
153,196
153,195
153,197
152,197
151,197
151,196
151,195
151,195
152,197
152,199
152,198
152,199
153,194
153,196
153,196
152,197
153,199
152,194
152,194
152,194
152,196
152,195
152,197
153,195
152,195
153,197
153,197
152,197
152,198
153,195
153,195
152,208
153,208
153,245
153,245
153,246
154,245
154,247
155,244
155,242
155,242
156,244
155,243
155,249
155,248
155,245
156,243
156,244
156,245
157,249
157,240
157,249
158,246
159,246
160,244
160,242
161,245
160,246
160,242
160,247
159,250
159,250
159,241
159,201
160,196
160,196
160,196
160,194
161,193
161,194
162,198
163,197
164,199
165,199
165,200
166,198
167,197
168,195
168,196
169,195
169,196
170,196
170,197
170,195
171,193
171,198
171,199
171,196
170,195
170,198
170,197
170,198
169,195
169,195
168,197
167,197
167,195
165,193
164,194
163,198
162,199
161,197
161,197
161,196
161,196
161,195
161,195
160,194
160,197
160,198
160,191
160,193
161,199
161,195
161,195
161,196
161,196
162,196
162,197
162,198
162,196
162,196
162,195
163,203
163,201
163,193
162,141
161,141
160,210
160,197
160,199
160,195
159,196
157,195
157,195
156,195
156,196
155,196
155,195
155,197
155,197
155,199
155,196
156,196
156,197
157,198
157,192
158,195
158,195
158,195
159,195
160,197
161,197
161,196
162,196
163,195
163,196
164,198
164,195
165,194
165,197
166,197
166,197
166,197
167,196
167,197
167,195
166,195
166,196
166,195
166,195
166,196
166,195
166,196
166,199
166,193
166,192
166,195
166,196
166,198
166,197
165,196
165,196
164,217
163,240
163,260
163,250
163,246
163,246
163,246
162,245
162,247
161,248
161,243
161,244
160,245
161,243
161,244
161,244
161,243
161,248
161,246
161,245
161,244
161,245
161,245
161,243
162,243
162,243
162,242
162,243
162,243
162,249
162,249
162,248
162,205
162,194
162,191
162,194
162,195
163,194
163,194
164,194
164,194
164,200
165,200
165,194
165,194
166,195
166,196
167,195
167,195
167,195
168,195
168,195
168,198
169,196
169,193
169,193
169,195
169,196
168,198
168,197
168,194
169,196
168,197
168,196
168,197
168,198
168,198
168,195
168,195
168,197
167,197
167,195
167,195
167,198
167,198
167,195
166,197
166,198
165,196
165,196
165,195
166,194
165,197
165,194
165,194
164,193
164,200
164,196
163,196
164,199
164,198
164,195
164,195
164,195
164,196
164,197
164,198
165,198
164,198
164,196
163,193
163,195
163,199
163,198
163,196
163,194
163,197
163,197
162,194
162,195
162,196
162,194
162,195
162,198
161,198
160,196
160,195
158,195
157,195
156,198
156,196
156,197
157,196
157,195
158,195
159,193
159,196
160,197
160,195
160,197
161,196
161,196
162,195
162,196
163,197
163,196
163,196
163,197
163,195
163,197
163,195
163,195
163,196
162,198
162,197
163,198
162,198
162,198
162,196
163,194
162,201
162,201
163,207
163,236
163,245
163,241
163,244
162,242
160,244
159,246
158,244
158,245
158,246
158,247
158,243
158,241
159,245
159,243
159,241
159,248
160,254
160,243
160,243
160,243
161,249
161,245
161,244
162,245
162,244
162,243
161,241
162,243
162,243
162,233
162,193
163,190
163,191
163,194
163,190
163,192
164,192
164,194
164,194
165,193
165,192
166,191
166,194
166,194
167,192
168,192
168,157
168,157
168,150
169,150
168,151
168,151
168,151
167,151
167,151
168,151
167,152
167,152
167,149
167,149
167,132
167,114
166,113
166,113
166,112
165,111
164,111
164,112
163,112
163,111
162,109
162,110
162,111
161,111
160,110
160,111
159,111
159,111
158,112
158,112
157,111
156,111
156,110
156,110
155,110
154,111
154,111
153,112
152,112
152,113
150,112
150,112
150,111
149,115
149,111
147,110
145,111
141,112
138,111
136,111
135,111
135,113
135,110
135,110
135,112
136,111
136,111
136,111
136,112
136,112
136,111
136,110
135,110
135,111
136,112
136,112
136,112
136,110
136,111
136,112
137,111
137,110
138,111
138,112
139,111
139,111
138,110
137,110
136,113
136,111
137,111
136,110
136,110
136,110
135,111
135,111
135,111
136,111
136,111
135,111
135,112
135,112
135,111
135,111
135,110
135,111
136,112
136,112
135,111
135,111
135,111
135,110
134,112
135,112
135,111
135,111
135,111
135,110
135,112
135,112
135,111
135,111
135,111
134,112
135,111
135,111
135,111
135,112
135,112
135,111
136,112
136,112
136,111
135,111
134,111
134,111
134,111
133,111
133,111
133,112
133,111
133,111
133,83
132,0
130,59
129,119
130,112
130,110
131,110
131,111
131,110
131,112
132,114
133,112
133,112
133,109
133,111
133,110
133,111
134,112
134,111
135,110
136,111
136,112
137,112
138,111
138,110
139,111
139,111
139,111
139,111
140,193
140,299
140,306
141,293
142,293
143,292
144,286
145,286
146,289
147,287
148,288
148,287
149,292
149,290
149,285
149,288
150,286
150,289
151,294
151,287
152,287
152,293
153,290
153,288
155,286
155,286
156,289
157,289
158,289
159,284
159,284
160,277
160,192
160,113
161,110
161,110
161,110
161,110
160,110
160,111
160,111
160,110
159,110
156,113
155,112
155,111
155,111
155,111
155,111
155,111
154,111
153,111
153,111
153,112
152,111
152,111
152,111
152,112
151,111
151,111
150,111
150,111
150,116
150,206
150,289
151,290
151,286
152,292
153,286
154,286
154,290
155,288
155,289
156,287
157,291
157,291
158,287
158,284
159,287
159,291
160,290
161,288
161,288
162,287
163,289
164,287
164,288
165,290
165,288
166,286
166,289
166,290
166,290
167,214
167,84
167,110
167,110
166,110
165,111
164,111
163,110
163,111
162,111
162,111
161,112
161,112
159,112
159,112
158,111
157,111
157,111
157,111
157,111
157,111
156,111
156,111
156,112
155,111
155,111
155,111
154,111
153,111
153,111
153,111
152,111
152,190
151,295
151,300
152,290
152,290
152,289
153,286
153,283
154,283
154,296
154,288
155,286
155,287
156,284
156,285
157,292
158,286
158,297
159,288
159,287
160,288
161,286
162,286
162,292
163,285
164,285
164,289
164,287
165,287
165,287
165,285
164,151
165,112
164,111
165,111
164,111
165,111
164,111
163,111
163,112
162,112
162,111
162,111
161,111
161,113
160,112
159,112
158,112
157,111
157,110
156,111
156,112
155,111
155,111
154,112
154,111
154,111
153,111
153,111
152,111
152,111
151,158
151,298
151,296
151,295
151,290
152,296
152,290
153,290
154,290
155,285
155,287
156,286
157,286
158,291
158,291
159,287
159,279
160,282
160,295
161,286
161,286
162,293
162,291
163,294
163,289
164,285
164,287
165,294
166,289
166,286
166,286
167,232
167,150
168,112
167,111
167,111
167,112
167,111
166,111
166,111
166,111
166,111
165,110
164,111
164,112
163,112
163,111
163,112
162,112
162,112
162,111
161,112
161,111
160,112
160,111
159,111
158,110
157,110
156,111
156,111
155,111
155,111
154,165
153,303
153,291
153,291
154,293
154,288
154,290
155,290
155,286
155,289
156,287
156,286
157,292
157,287
158,289
159,289
159,290
160,287
160,288
161,285
162,292
162,284
163,291
163,293
164,284
164,286
165,289
165,287
166,292
167,290
167,290
168,282
169,124
170,112
171,111
172,110
172,110
173,111
172,111
172,111
172,112
172,111
172,111
171,114
170,113
169,110
169,111
167,111
166,112
165,112
163,110
163,111
162,111
161,110
161,111
161,112
162,112
162,111
162,110
163,111
163,111
163,111
163,111
163,111
163,111
162,112
162,111
162,111
162,113
162,112
161,111
161,112
161,111
160,111
159,112
159,110
158,111
158,112
158,111
157,110
157,110
157,110
157,112
156,111
156,111
155,112
155,112
154,110
154,112
153,112
153,111
152,111
151,111
149,111
149,112
149,111
149,112
149,111
149,110
149,112
149,114
148,113
148,110
148,111
149,112
149,109
149,110
149,112
149,112
149,111
149,111
149,110
149,110
149,111
148,111
148,111
147,112
146,111
145,110
145,111
144,112
144,111
144,111
145,111
146,112
147,112
147,111
146,110
145,110
144,111
145,111
145,111
146,112
146,113
146,110
147,112
147,112
147,111
148,111
147,111
146,112
145,112
143,112
142,110
141,111
140,111
140,111
139,111
139,111
139,112
139,112
139,111
140,111
139,111
139,110
139,110
138,112
138,111
137,110
137,110
137,112
136,111
136,110
135,110
135,110
134,110
134,112
133,112
133,111
134,114
134,112
134,110
135,111
135,113
136,109
136,111
136,112
137,111
137,111
137,111
138,110
138,112
138,112
138,196
138,296
139,291
139,287
140,287
141,284
141,288
142,284
142,289
142,290
142,288
143,289
143,294
144,286
145,287
145,290
146,285
146,286
147,290
148,292
148,291
149,293
150,291
151,287
152,289
153,287
154,289
155,284
156,285
157,286
157,286
158,285
159,192
160,112
161,113
161,112
161,111
161,111
160,112
160,111
160,111
160,112
160,112
159,112
159,111
159,111
158,112
158,111
157,111
157,111
156,111
156,111
156,112
156,112
155,111
155,111
154,111
153,111
152,111
151,111
150,111
150,111
150,115
149,250
149,285
149,285
150,287
150,286
151,287
151,290
151,295
152,290
153,289
153,284
154,284
154,288
155,293
155,291
156,288
156,289
157,288
158,284
158,283
159,291
159,288
160,286
160,284
161,284
161,291
161,289
161,289
162,286
162,286
163,279
163,228
164,147
164,115
164,115
164,113
164,113
164,112
163,112
163,111
163,112
163,112
163,112
163,112
162,110
162,111
161,111
161,111
160,111
160,112
160,111
159,111
159,111
158,112
157,112
156,111
155,112
155,111
154,110
153,54
153,54
151,60
150,220
150,302
150,293
151,289
152,287
152,286
152,288
152,288
152,286
153,285
153,287
153,288
154,292
155,286
156,289
156,293
157,293
158,289
158,292
159,293
160,283
160,287
161,297
161,290
162,284
163,289
163,293
163,289
164,282
164,282
164,280
165,194
165,113
165,110
165,110
165,112
164,112
164,111
164,111
164,112
164,111
163,111
163,111
162,110
161,110
159,112
159,111
158,112
158,112
158,111
157,111
157,110
157,111
156,111
155,112
153,111
153,111
153,111
151,111
151,111
151,111
150,111
150,257
150,290
150,285
151,287
151,288
150,297
151,288
151,283
152,288
152,288
153,291
154,290
155,289
156,293
158,290
159,288
160,290
162,293
163,284
164,287
165,288
167,288
168,290
168,289
169,286
169,287
170,290
170,290
171,290
171,290
171,282
172,189
172,114
173,111
173,111
174,111
174,111
175,112
175,111
174,111
174,112
174,110
173,110
172,111
171,112
169,112
168,110
167,111
166,111
164,111
163,110
163,111
163,112
163,112
164,112
164,111
165,112
165,111
166,111
166,111
166,111
165,112
165,201
165,201
166,300
166,289
166,288
165,284
164,288
163,291
162,287
161,288
160,287
159,288
158,291
158,291
158,287
159,288
159,286
160,287
160,285
161,287
161,288
161,295
161,286
162,289
161,292
162,295
162,291
162,285
163,287
163,287
163,241
164,157
164,110
165,110
165,110
166,111
166,113
166,112
166,111
166,111
167,111
167,111
167,111
167,112
168,111
168,110
168,110
168,111
168,112
168,111
168,111
168,111
167,111
167,112
167,112
166,112
166,112
166,112
166,110
165,110
165,110
165,111
164,112
163,110
163,111
162,111
162,111
162,112
161,112
161,112
160,111
159,113
157,112
156,111
155,111
154,112
154,111
154,115
154,112
153,109
153,110
151,112
149,111
147,112
145,111
144,111
142,110
141,111
141,111
142,110
142,110
142,110
142,111
142,112
141,112
141,111
142,110
142,110
143,111
142,111
142,111
142,111
141,110
139,111
139,111
138,111
137,111
137,111
137,111
137,110
137,110
136,112
136,111
136,111
136,112
136,112
137,111
137,111
137,112
137,111
138,111
138,111
137,110
136,111
135,110
134,111
134,111
134,111
134,110
134,111
135,111
135,112
134,112
134,111
134,111
134,111
134,111
134,112
134,112
134,111
134,113
135,111
135,110
135,111
135,112
136,112
137,110
137,110
137,112
137,110
137,109
135,112
135,112
134,110
134,111
134,112
134,112
134,111
135,111
134,111
134,112
134,111
134,111
134,112
135,111
134,111
135,111
135,110
135,111
135,112
135,112
135,110
135,110
135,111
135,110
135,110
135,112
135,111
135,110
135,111
135,112
135,112
134,112
134,238
135,296
135,289
135,284
136,291
137,289
138,291
140,287
141,286
141,287
142,289
143,287
144,293
144,284
146,287
147,288
147,291
148,289
149,288
150,286
150,290
151,287
152,288
152,292
153,290
153,287
154,290
155,285
156,285
156,285
157,243
158,113
158,112
158,111
159,112
158,113
158,110
158,110
158,111
157,112
156,112
156,111
155,111
155,112
155,111
155,111
155,111
155,111
154,110
153,112
153,112
152,112
151,110
150,110
150,113
149,112
148,111
147,112
147,112
147,110
147,110
147,162
147,299
147,290
147,286
148,289
148,284
148,290
148,285
148,295
149,286
149,286
150,288
151,289
151,282
152,292
152,292
152,285
153,289
154,290
154,287
155,287
155,293
157,296
157,286
158,293
159,294
159,290
160,289
160,289
160,291
160,291
161,245
161,111
162,110
162,111
162,112
163,111
163,112
163,112
162,110
161,111
161,111
160,111
160,111
159,112
159,111
158,111
158,110
157,111
157,112
158,112
157,112
157,110
157,110
156,112
156,112
156,110
155,111
155,111
154,111
153,111
153,111
153,113
152,248
152,288
153,294
153,290
153,291
154,287
154,289
154,287
155,288
155,286
156,286
156,286
156,284
157,290
157,293
157,288
158,286
158,289
158,292
158,289
159,286
159,282
159,286
160,291
160,292
161,293
161,290
162,283
162,282
162,282
163,269
164,261
164,214
164,151
164,121
163,116
163,116
163,114
163,110
162,110
163,110
163,112
163,112
164,111
164,111
165,111
166,114
166,113
166,111
166,111
167,112
167,109
167,109
167,111
167,112
166,113
166,113
166,110
166,111
165,111
165,111
165,195
164,290
163,296
163,290
163,292
163,292
164,285
164,289
163,290
163,290
162,289
161,290
160,289
160,290
160,288
161,289
161,287
161,286
161,290
162,292
161,291
161,289
162,281
162,283
162,286
162,293
163,292
163,283
163,284
163,294
163,294
163,159
163,111
163,108
163,110
163,112
163,111
162,111
162,111
161,113
159,112
158,111
157,112
156,111
156,109
155,109
155,113
154,114
154,111
154,110
154,111
153,110
153,112
153,114
152,111
152,110
151,113
151,113
150,111
149,111
147,111
147,111
146,198
146,292
146,292
147,291
148,287
149,284
149,285
150,289
151,288
152,283
152,292
152,287
153,287
153,283
154,290
154,289
156,284
157,290
157,292
157,292
158,292
158,293
158,284
158,286
159,288
159,281
160,280
160,289
161,285
161,278
161,278
161,242
162,242
162,111
162,109
162,109
161,112
161,113
161,112
161,112
161,112
160,114
160,111
160,108
159,110
158,112
158,112
158,115
158,111
158,110
158,110
157,111
157,111
157,111
155,111
155,111
154,111
154,111
154,112
155,113
155,112
155,112
155,109
153,109
153,110
151,110
150,112
149,112
147,56
145,27
142,22
140,38
139,38
138,38
137,38
137,0
136,0
135,142
137,189
138,243
140,202
140,202
140,194
139,188
139,235
139,278
140,212
140,181
141,165
141,155
141,144
141,150
142,139
142,124
142,99
142,92
142,110
142,110
141,113
142,114
142,110
143,109
143,109
144,112
144,110
146,112
145,112
146,110
146,111
147,112
147,111
148,114
148,111
148,110
148,110
149,111
149,110
149,111
149,111
149,110
149,111
149,111
149,111
148,112
148,111
148,111
148,111
148,111
148,111
148,111
148,111
147,111
147,112
146,112
145,111
145,111
145,111
146,111
145,111
145,111
145,111
145,111
144,111
144,111
144,113
145,112
144,110
144,110
143,111
143,112
143,111
143,111
143,111
143,111
143,110
142,110
141,111
141,112
141,111
141,111
141,111
142,112
142,113
141,110
141,110
141,111
141,110
141,113
141,113
141,110
141,110
141,111
142,110
142,110
141,111
141,111
140,112
140,112
141,111
141,110
141,111
141,111
142,111
141,112
142,118
142,115
142,84
142,111
142,114
143,115
142,113
141,114
140,113
139,113
138,115
137,115
137,117
137,114
137,132
136,154
137,157
136,159
136,156
136,157
136,155
136,157
136,158
137,158
137,156
137,157
137,157
137,157
137,157
137,158
137,158
138,187
138,197
139,195
139,196
140,195
141,196
141,196
141,196
141,195
141,195
141,196
141,195
142,196
142,198
142,197
143,195
143,194
143,194
143,194
142,195
142,196
142,196
141,194
141,199
141,195
141,198
141,196
141,195
142,196
142,195
142,196
143,199
143,196
144,196
145,198
147,195
147,198
148,195
149,191
150,196
150,194
151,195
152,195
153,196
154,197
155,196
155,195
156,195
156,196
157,197
158,197
158,193
159,193
160,195
160,195
160,195
161,194
161,197
161,195
162,193
162,197
162,200
162,198
162,195
163,196
163,198
163,196
162,196
163,195
162,196
163,197
163,196
163,195
164,196
164,197
164,197
164,195
163,196
163,197
163,197
162,196
163,196
163,197
163,197
163,195
163,195
163,198
163,195
164,195
163,197
163,199
163,196
163,196
163,195
163,197
163,195
163,196
163,197
163,193
163,197
162,196
162,194
162,194
162,199
162,201
162,197
161,194
161,199
159,198
158,198
158,197
157,195
156,197
156,196
156,196
156,196
156,198
157,195
157,195
157,194
157,197
158,227
158,246
158,245
157,242
158,243
157,244
157,244
157,242
157,244
157,244
157,248
158,242
158,245
158,246
158,246
159,242
159,240
159,242
158,247
158,248
159,247
159,247
159,244
159,244
159,243
160,242
160,246
160,247
160,247
160,241
160,242
161,221
161,194
162,195
162,197
162,196
162,194
162,195
162,195
161,196
161,199
161,196
161,197
160,198
161,199
160,197
161,197
160,193
160,196
160,197
160,196
159,196
159,195
158,194
158,196
158,194
158,192
158,192
158,194
158,195
158,196
158,194
159,195
159,195
160,195
160,193
161,194
161,196
161,196
161,195
161,194
161,193
162,193
162,193
162,198
162,197
162,194
162,198
161,196
162,198
162,199
162,197
162,196
162,195
162,195
162,193
162,194
163,197
162,197
163,196
162,198
163,196
163,195
163,196
164,194
164,194
165,195
165,194
165,194
165,194
164,195
164,198
164,199
165,197
165,195
164,196
165,199
165,198
164,198
165,197
165,196
165,198
165,202
165,205
164,202
163,201
163,199
163,198
164,198
164,196
163,196
164,197
164,196
164,195
164,196
164,197
164,197
164,196
164,195
165,197
165,198
165,198
165,199
165,195
165,191
165,194
165,195
166,197
166,197
166,195
167,195
166,196
167,199
167,194
167,194
168,200
168,198
168,194
168,197
168,197
167,197
167,212
166,239
165,247
164,245
164,242
163,243
163,245
163,245
164,245
163,244
163,244
162,242
163,243
162,242
162,250
162,246
162,242
162,245
162,241
162,244
163,244
162,245
162,245
162,245
163,246
163,246
163,243
163,244
163,248
163,248
163,242
164,229
164,207
164,192
165,187
164,191
163,194
163,195
163,195
162,195
162,198
162,196
162,193
162,185
162,186
162,193
162,193
162,194
162,193
163,193
163,193
162,198
162,198
162,200
162,213
162,213
163,210
163,202
163,203
163,196
163,189
163,195
163,195
162,195
161,197
161,194
161,194
161,197
161,197
161,195
161,195
161,198
160,198
160,194
160,196
160,197
160,195
160,195
160,197
160,199
160,198
160,192
160,192
161,197
161,198
161,196
162,196
162,194
162,194
161,198
161,194
161,194
161,195
162,195
162,198
162,197
162,195
162,195
162,195
162,196
161,193
161,191
161,192
161,200
160,199
161,197
161,197
161,194
160,201
159,201
159,199
159,193
159,193
159,192
158,193
158,193
157,195
157,199
156,199
156,200
156,193
155,193
155,195
156,200
156,202
156,199
156,195
156,195
157,191
157,193
157,193
157,194
157,194
156,196
157,198
157,200
157,196
157,195
157,196
157,195
157,193
157,196
157,196
156,193
157,197
157,202
157,197
157,197
157,200
158,199
158,199
158,201
159,201
159,232
160,256
161,253
161,248
161,248
162,248
162,245
162,244
163,243
163,245
164,243
164,243
164,243
164,246
165,246
165,244
