HR,Watts
118,119
119,119
120,120
121,119
121,119
121,120
121,119
122,119
121,120
121,120
121,120
121,121
121,121
122,122
122,121
122,120
122,121
123,121
123,121
124,121
124,121
124,120
123,121
122,121
121,121
121,123
121,123
121,123
122,123
123,124
124,124
124,123
124,124
122,123
121,124
120,123
120,123
121,122
122,123
123,123
124,124
125,124
125,124
125,124
124,124
124,124
123,124
123,124
125,124
126,124
126,125
127,124
127,124
127,124
125,124
120,124
118,126
117,126
117,126
120,126
122,126
123,126
124,126
124,126
124,127
125,127
126,126
128,126
129,126
129,126
128,129
128,128
127,128
126,128
126,128
127,128
127,128
126,128
126,128
126,128
125,128
125,128
126,128
127,128
128,129
128,128
127,129
126,129
125,129
125,128
124,128
124,128
125,129
125,130
127,130
128,129
129,130
129,130
128,129
128,128
128,130
128,131
127,131
123,131
124,132
125,131
127,131
127,130
125,132
123,131
121,131
121,131
122,131
123,131
123,131
124,133
125,132
125,133
125,132
125,133
125,134
126,133
127,133
127,133
127,134
126,133
126,133
127,133
127,133
128,133
129,133
130,133
130,134
128,134
128,134
127,133
127,135
127,135
127,134
127,134
128,134
128,133
129,134
129,134
129,134
128,134
127,137
127,136
128,135
129,138
129,137
129,138
129,138
129,137
129,136
129,136
130,136
130,136
131,137
132,136
133,137
132,138
132,138
131,138
130,138
131,138
131,138
131,138
131,138
131,138
131,138
131,138
131,138
132,138
132,138
133,138
135,138
136,139
137,138
137,138
135,139
133,139
131,139
129,140
129,139
129,139
130,139
130,139
131,139
132,139
133,139
133,140
133,141
132,141
131,141
132,142
131,141
132,141
132,141
133,141
134,141
134,142
135,141
135,141
136,141
136,145
137,154
138,163
138,161
138,160
139,159
139,159
138,159
139,119
140,159
140,120
139,161
139,161
139,161
138,161
137,161
136,163
136,163
136,162
136,162
136,162
136,162
137,160
138,161
138,161
139,161
139,161
138,161
139,161
139,161
138,163
139,161
139,104
139,0
139,0
138,48
138,72
139,95
140,96
140,96
140,96
139,96
138,96
138,96
138,96
137,96
136,96
135,95
131,95
129,95
130,95
132,95
132,95
131,95
131,95
129,95
127,95
127,95
126,95
127,95
127,95
127,96
129,97
131,180
132,181
132,176
131,167
131,165
131,166
132,166
133,166
134,166
135,166
136,166
137,167
138,166
138,173
139,173
139,177
140,177
140,176
140,177
141,177
141,176
142,176
143,176
144,176
145,176
146,177
147,179
147,180
147,180
148,180
148,45
148,30
148,29
148,28
148,0
148,27
147,53
147,52
145,50
145,74
143,72
142,71
141,93
140,69
140,92
140,92
139,91
139,90
138,93
137,94
134,94
133,96
133,73
133,95
134,94
135,93
136,94
137,94
137,95
137,95
138,103
139,114
142,142
142,197
142,192
142,96
143,192
144,201
144,200
144,199
144,198
145,198
146,198
146,198
148,199
149,200
150,204
151,203
152,199
153,195
154,199
155,199
155,199
156,199
156,199
157,199
157,199
158,199
159,199
159,199
159,199
159,199
159,0
159,29
158,29
158,28
158,28
158,27
158,53
157,26
157,50
157,49
156,49
156,0
153,75
152,75
151,100
150,100
149,99
148,74
148,99
146,99
146,97
144,96
143,95
143,93
144,93
143,93
139,93
136,93
136,93
137,93
139,93
140,96
139,95
139,95
138,95
139,95
140,95
144,95
144,95
143,95
144,95
144,95
142,95
140,94
138,93
138,93
138,93
139,93
139,93
136,93
135,93
136,93
136,93
136,93
136,95
138,95
140,95
141,95
141,95
142,95
142,95
141,95
141,95
142,95
142,95
143,95
143,95
144,95
145,95
145,95
145,95
145,95
144,95
143,95
143,95
142,95
142,95
142,95
142,95
143,95
142,95
141,95
141,95
140,95
140,95
140,95
139,95
139,95
139,95
139,95
139,95
139,95
139,95
139,95
138,95
137,95
137,95
136,95
136,95
136,95
137,95
139,95
140,95
140,95
139,95
138,95
134,95
132,95
132,95
133,95
133,95
135,95
135,95
135,95
135,95
134,95
132,95
132,95
131,95
132,96
133,71
133,95
133,95
131,96
129,96
128,96
128,96
128,96
128,96
129,96
129,96
131,96
131,96
131,96
130,95
129,95
128,95
127,95
127,95
127,95
128,95
128,95
129,95
129,71
129,24
128,71
128,99
128,74
127,97
127,97
127,97
126,73
125,119
123,50
121,0
119,19
118,0
120,48
121,217
124,211
125,197
127,225
128,199
129,209
129,227
129,242
131,180
132,248
134,218
134,195
135,166
135,191
136,210
137,193
138,233
139,194
139,141
138,161
138,180
138,161
140,206
140,168
141,207
141,167
141,148
142,108
143,0
144,102
142,275
143,224
144,211
144,209
142,207
138,204
137,198
136,174
136,203
138,196
139,186
141,191
142,175
143,174
144,178
144,165
145,174
146,158
146,158
146,176
147,164
147,163
148,172
149,158
149,172
149,69
148,0
146,0
145,119
143,131
143,137
143,167
145,182
146,209
147,191
149,173
150,160
151,152
152,198
152,198
154,201
154,197
154,188
156,186
156,176
156,181
156,149
156,161
155,140
154,118
154,149
154,145
154,136
154,136
153,157
153,110
153,33
148,16
147,109
149,184
150,273
152,229
155,247
155,198
153,207
150,191
149,175
146,181
143,184
140,162
139,162
139,187
140,208
140,190
141,189
142,180
143,176
143,168
143,194
144,170
145,180
146,164
146,168
146,162
146,97
145,78
144,0
144,185
144,211
144,196
144,172
145,137
145,150
145,148
145,126
147,126
149,164
151,138
152,174
153,171
153,181
154,181
154,178
154,183
155,185
155,165
157,159
158,123
159,169
159,146
159,130
159,135
159,134
159,128
158,149
157,93
157,19
157,85
156,128
155,213
154,193
152,192
152,170
151,171
150,170
150,176
149,170
150,159
150,156
151,188
151,202
150,177
150,176
150,172
151,173
152,165
153,168
151,182
151,135
148,173
147,149
147,153
148,135
148,165
148,184
148,61
148,0
147,0
146,126
146,185
147,139
149,161
151,182
152,178
154,194
155,197
156,147
157,142
157,136
157,147
157,154
156,174
156,156
155,171
155,148
155,145
155,142
155,147
156,150
157,135
158,168
159,130
160,150
159,158
160,176
160,108
160,0
159,104
159,225
159,154
159,220
159,159
160,191
160,162
161,153
162,152
163,178
163,176
163,255
164,208
163,193
162,195
159,196
157,194
155,166
154,168
154,163
152,160
152,173
152,184
154,168
154,173
154,176
154,162
155,145
155,175
153,44
150,0
149,0
149,157
151,222
152,223
155,234
157,206
157,207
158,187
159,190
160,160
160,175
161,141
161,138
161,126
161,128
162,137
162,136
162,130
163,171
163,155
165,148
164,178
164,167
165,189
166,138
166,171
166,131
166,27
165,0
165,122
165,220
164,219
163,239
164,204
164,193
162,180
162,194
162,207
163,187
163,195
163,187
164,175
164,154
163,156
162,154
161,141
160,149
158,141
158,143
158,167
158,175
160,150
161,150
162,168
162,151
162,145
161,237
161,136
161,0
158,0
157,140
156,221
156,171
156,172
156,161
156,175
156,170
156,146
157,118
157,148
158,146
158,141
159,157
158,158
158,144
159,139
159,148
160,168
159,185
159,167
160,164
161,166
161,152
161,152
161,156
162,134
162,112
163,27
162,0
161,0
161,49
161,163
161,131
161,161
162,158
162,184
162,159
162,171
163,188
163,159
163,148
164,161
165,163
165,183
165,176
165,165
165,211
165,211
166,289
166,225
166,222
166,219
166,224
163,203
161,182
160,196
160,396
160,412
161,481
162,554
163,478
163,614
164,527
165,497
166,460
167,441
168,447
170,437
171,469
173,201
173,480
174,364
174,291
176,330
176,234
178,289
179,307
179,287
179,305
181,302
181,407
182,326
183,320
183,266
184,336
183,212
185,21
184,0
186,0
184,0
185,5
186,27
185,43
184,50
184,50
183,114
184,112
180,140
180,123
179,152
179,137
179,122
177,158
178,98
176,118
176,147
176,172
176,156
175,137
174,146
174,145
172,140
171,146
171,127
170,141
169,125
169,366
170,548
171,517
172,558
173,517
174,413
174,350
175,339
176,326
176,375
177,329
178,266
179,298
179,378
180,418
180,418
181,326
182,256
184,285
183,267
184,276
184,341
184,267
185,352
185,244
186,321
187,253
187,261
187,263
187,293
187,215
187,83
188,0
188,0
187,0
188,0
186,0
185,4
185,12
185,24
185,24
184,28
184,33
183,77
180,102
181,109
178,89
178,108
177,121
175,121
175,129
173,134
172,132
172,122
169,122
170,137
169,137
169,123
168,124
168,143
168,155
168,559
169,533
170,555
171,506
172,527
172,445
172,496
173,422
175,357
177,357
178,555
178,511
180,509
181,394
181,271
183,439
183,272
185,247
185,281
185,266
187,272
187,213
188,245
188,347
188,303
189,303
189,243
189,234
190,189
191,80
191,14
190,14
189,23
188,18
188,50
188,83
187,118
188,118
187,100
187,131
186,103
184,138
184,137
182,115
181,124
181,126
181,155
180,148
179,131
180,131
178,108
178,102
177,108
175,115
174,117
174,117
173,136
172,124
171,118
170,73
171,48
170,47
170,53
171,86
170,82
168,101
168,111
165,105
164,98
164,88
162,94
162,98
162,100
161,102
162,102
160,91
160,101
159,106
159,109
159,115
158,86
157,92
155,121
155,121
155,126
156,142
155,115
155,123
154,138
154,129
154,123
154,101
155,109
155,113
156,111
156,112
156,113
155,113
154,112
154,112
154,121
155,112
154,112
154,99
153,98
153,125
152,136
153,120
153,121
154,105
154,131
154,128
153,108
153,113
153,116
154,124
155,103
154,109
152,113
152,113
150,101
150,95
149,94
149,93
149,94
149,95
149,94
148,95
147,95
147,96
147,95
144,95
142,95
142,94
143,96
144,96
145,96
145,94
146,92
148,92
150,92
151,92
152,92
153,92
153,92
153,91
154,91
154,92
155,92
156,91
157,92
157,91
158,90
158,90
159,90
159,89
159,90
159,90
159,91
159,90
159,90
159,90
159,90
158,90
158,90
158,91
159,90
159,88
159,87
160,87
159,88
159,88
159,88
158,88
158,88
157,89
156,89
155,89
155,44
154,67
154,91
152,87
149,85
145,85
142,85
142,85
141,84
141,84
141,85
140,85
140,86
140,86
139,86
139,85
139,85
138,85
137,84
137,83
137,83
136,83
136,83
136,83
135,83
135,83
135,83
135,83
134,83
134,84
133,83
134,83
134,83
135,81
135,81
135,81
134,81
134,81
134,81
134,80
134,81
134,81
134,82
134,81
134,81
134,81
134,81
134,81
133,81
133,78
132,79
132,78
132,78
132,79
132,79
132,79
132,79
132,78
134,77
136,78
135,78
135,78
134,77
134,77
135,76
137,76
138,76
140,75
141,75
141,76
141,77
141,77
141,76
142,76
142,77
142,77
141,76
141,76
142,74
143,73
143,73
143,74
143,73
143,73
143,73
143,72
143,73
143,73
143,73
143,73
143,73
143,73
143,73
143,73
143,71
143,71
142,71
141,71
141,71
141,71
142,72
143,71
143,72
140,72
139,71
139,71
139,71
139,71
139,71
138,69
138,69
138,69
138,69
138,69
138,69
139,70
140,70
141,69
141,69
142,69
142,69
142,69
142,70
142,66
142,66
143,66
143,66
143,66
143,67
143,66
142,66
142,66
143,66
144,65
145,65
145,66
146,66
146,66
145,64
143,64
142,64
139,64
138,64
138,64
140,64
140,64
141,65
141,65
140,64
139,64
139,64
139,65
139,63
139,62
139,62
139,63
138,63
137,62
137,61
137,62
137,62
137,62
138,62
138,62
138,62
138,62
138,62
137,62
138,62
138,59
137,58
138,58
138,59
138,59
138,59
137,59
137,59
137,59
137,60
137,59
136,60
136,59
135,59
135,58
135,58
135,57
135,28
135,29
134,59
133,58
130,58
127,58
127,59
127,58
127,58
128,58
128,58
129,58
128,57
128,55
126,54
125,53
125,54
126,54
127,54
127,54
127,54
127,55
127,54
127,54
126,54
126,54
125,54
125,54
126,53
126,52
127,52
127,52
127,52
128,52
128,52
127,52
125,52
125,52
125,52
126,52
126,52
126,52
127,51
126,50
125,50
125,50
124,50
124,50
124,50
125,50
125,50
124,50
124,50
125,50
125,50
125,50
125,50
126,50
125,37
125,12
125,0
119,0
118,0
118,0
