"K","0","0.25","0.5","0.75","1"
5,0.595283167692065,0.624625335226376,0.628648051743177,0.616737655781669,0.589998422464111
10,0.595362044486512,0.625492979965294,0.628884682126518,0.621233633065152,0.602460955986749
15,0.595440921280959,0.624861965609718,0.62856917494873,0.625098595993059,0.611531787348162
20,0.595204290897618,0.6253352263764,0.628017037387601,0.625492979965294,0.61508124309828
25,0.595598674869853,0.625098595993059,0.628648051743177,0.625650733554188,0.619892727559552
30,0.595598674869853,0.624625335226376,0.628332544565389,0.625808487143082,0.621470263448493
35,0.595362044486512,0.624388704843035,0.62856917494873,0.627386023032024,0.623284429720776
40,0.595519798075406,0.623678813693011,0.629436819687648,0.628648051743177,0.623126676131882
45,0.595283167692065,0.622811168954094,0.627780407004259,0.629831203659883,0.624625335226376
50,0.593942262186465,0.622495661776305,0.626597255087553,0.630067834043225,0.625414103170847
55,0.593390124625335,0.621470263448493,0.625571856759741,0.629279066098754,0.626439501498659
60,0.5929957406531,0.620681495504023,0.624861965609718,0.627938160593154,0.626360624704212
65,0.593390124625335,0.61941946679287,0.624152074459694,0.625729610348635,0.626597255087553
70,0.592522479886417,0.618788452437293,0.624073197665247,0.624467581637482,0.627149392648683
75,0.591812588736394,0.617289793342799,0.623047799337435,0.624388704843035,0.627464899826471
80,0.592364726297523,0.617763054109481,0.621706893831835,0.624861965609718,0.625966240731977
85,0.591497081558605,0.616579902192775,0.621628017037388,0.624940842404165,0.626281747909765
90,0.590708313614135,0.615554503864963,0.621785770626282,0.625098595993059,0.625966240731977
95,0.59110269758637,0.615002366303833,0.620444865120682,0.624861965609718,0.624940842404165
100,0.590708313614135,0.614213598359363,0.619498343587317,0.623836567281906,0.625414103170847
