"K","0","0.25","0.5","0.75","1"
5,0.589538778665292,0.610409688224684,0.615949497552177,0.602164390620974,0.586575624838959
10,0.589538778665292,0.61131151765009,0.615047668126771,0.606544704972945,0.594692089667611
15,0.589409945890234,0.611698015975264,0.614145838701366,0.6106673537748,0.602164390620974
20,0.589023447565061,0.613115176500902,0.612342179850554,0.612213347075496,0.602937387271322
25,0.589409945890234,0.61324400927596,0.613630507601134,0.609894357124453,0.606415872197887
30,0.588894614790003,0.613630507601134,0.612986343725844,0.61002318989951,0.608219531048699
35,0.588121618139655,0.614403504251482,0.613630507601134,0.61195568152538,0.609765524349394
40,0.588894614790003,0.612986343725844,0.615562999227003,0.61388817315125,0.609765524349394
45,0.589152280340119,0.612986343725844,0.614274671476424,0.616078330327235,0.610280855449626
50,0.587992785364597,0.61324400927596,0.61324400927596,0.616078330327235,0.61131151765009
55,0.587863952589539,0.612342179850554,0.614274671476424,0.616980159752641,0.611826848750322
60,0.588250450914713,0.612471012625612,0.614274671476424,0.616335995877351,0.613115176500902
65,0.588508116464829,0.611826848750322,0.613759340376192,0.615176500901829,0.614145838701366
70,0.587992785364597,0.61131151765009,0.613630507601134,0.613501674826076,0.614274671476424
75,0.586833290389075,0.61002318989951,0.612857510950786,0.613501674826076,0.615305333676887
80,0.587477454264365,0.610796186549858,0.611698015975264,0.614017005926308,0.61388817315125
85,0.586446792063901,0.609894357124453,0.612084514300438,0.61453233702654,0.615305333676887
90,0.585673795413553,0.608477196598815,0.612084514300438,0.61453233702654,0.614790002576656
95,0.586575624838959,0.608734862148931,0.610796186549858,0.615176500901829,0.61453233702654
100,0.585802628188611,0.608219531048699,0.609894357124453,0.614403504251482,0.614661169801598
