ns1:Value4,ns2:Watts
163,229
163,229
163,228
162,229
163,229
162,228
162,228
162,228
162,229
162,229
162,228
163,228
163,228
163,228
161,229
162,228
162,228
163,228
163,227
163,228
163,228
163,228
163,228
162,227
162,228
162,228
163,228
163,228
163,228
163,229
163,227
165,228
165,228
166,228
167,228
168,227
168,230
168,228
169,228
170,228
170,228
170,229
171,228
171,229
172,227
172,227
173,229
173,227
173,227
173,227
173,157
173,134
172,134
172,134
172,135
172,133
173,133
173,133
171,133
170,67
170,99
169,132
169,132
168,132
167,133
166,133
165,133
166,133
161,133
160,133
160,133
160,133
160,133
159,133
159,133
157,0
155,0
153,0
149,101
150,134
153,134
155,134
154,134
152,134
151,134
151,134
152,133
153,133
154,134
154,133
153,134
153,133
153,133
153,133
153,133
153,134
154,134
155,133
155,133
155,133
155,133
155,133
154,133
154,133
154,133
154,133
154,133
154,133
154,133
154,133
153,209
153,209
153,209
153,209
153,209
153,209
153,209
152,209
151,209
152,208
152,209
153,209
154,209
153,209
154,210
153,210
152,210
151,208
151,209
151,209
151,208
151,208
151,209
150,208
151,209
150,209
150,210
151,209
151,210
150,210
150,211
150,210
151,209
151,208
151,208
151,209
152,209
153,209
154,209
154,209
154,209
154,209
155,209
155,209
154,209
154,209
154,209
154,209
155,209
155,209
156,209
156,209
156,209
157,208
157,208
157,208
157,209
157,208
157,208
157,207
157,207
156,205
156,205
156,132
155,132
155,134
155,134
155,134
155,134
154,134
155,134
155,133
153,133
153,133
153,134
154,134
154,133
154,133
154,134
154,133
155,133
156,133
155,133
155,133
154,133
153,133
152,133
151,133
151,133
151,133
151,133
151,133
152,133
152,133
152,133
151,133
151,133
149,134
149,134
148,133
148,133
147,133
147,133
146,133
146,133
146,133
146,133
146,133
146,133
145,134
145,134
145,133
145,133
145,133
144,133
145,134
144,133
145,133
146,133
141,133
142,133
142,133
143,192
144,209
144,209
144,209
146,209
147,208
148,209
148,209
148,209
146,209
146,209
146,208
146,209
147,209
147,208
148,208
148,209
149,209
149,208
150,209
150,209
150,209
150,209
150,209
150,212
151,210
151,208
151,209
151,209
152,209
152,208
153,208
152,208
152,210
153,209
153,209
154,209
155,209
155,209
156,209
156,209
156,207
156,208
155,208
155,210
156,209
156,208
156,209
156,209
156,210
156,209
156,209
156,208
156,208
156,208
156,210
156,208
156,209
157,209
157,207
157,207
157,150
157,132
157,132
157,133
157,133
157,134
157,134
157,134
156,133
156,133
156,133
156,133
156,133
157,133
157,133
157,133
157,134
154,133
153,133
152,133
152,134
152,134
152,133
153,134
153,133
153,133
153,133
151,133
150,133
148,133
148,134
148,134
149,134
150,133
151,133
151,133
151,133
151,133
152,133
152,133
152,133
152,133
152,133
152,133
152,133
152,133
152,133
152,133
152,133
152,133
152,133
151,133
151,133
152,133
152,133
152,134
149,134
148,133
148,133
149,133
149,133
149,210
149,210
149,209
149,209
148,208
148,208
148,209
149,209
149,209
150,209
150,209
149,209
149,209
149,209
149,209
149,209
149,210
149,209
149,209
149,209
149,209
148,209
148,208
149,208
150,209
151,209
150,209
149,209
149,209
148,209
148,209
148,209
149,211
151,209
151,209
152,208
152,208
152,208
152,208
153,208
153,209
153,209
152,211
153,209
153,208
153,209
154,209
154,209
154,210
154,210
155,209
155,209
155,209
156,208
156,208
157,209
156,209
155,208
156,208
156,208
156,208
156,207
156,133
156,133
156,134
156,134
156,133
156,134
156,133
156,133
156,133
156,133
156,133
156,133
157,133
156,134
156,134
156,133
156,133
156,133
156,133
155,133
155,133
155,133
155,133
155,133
154,133
154,133
153,133
152,133
152,135
152,133
152,133
153,133
153,133
154,133
155,133
157,133
158,133
158,133
159,133
160,133
159,133
160,133
160,133
160,133
161,133
162,133
162,132
162,133
163,133
162,133
161,133
160,133
159,133
157,133
154,133
152,133
151,133
151,133
152,134
152,134
154,190
155,208
156,209
156,208
156,208
155,208
155,208
156,209
157,209
158,209
158,209
159,209
159,208
159,209
159,209
159,209
159,208
160,209
160,209
160,209
160,209
160,209
159,208
159,208
159,209
160,208
159,208
159,211
160,209
161,210
160,210
159,210
158,209
156,209
155,210
155,210
155,210
156,209
156,209
156,209
157,209
158,209
158,209
157,209
157,209
158,209
158,209
157,209
158,210
158,210
158,209
159,209
159,209
159,209
159,208
159,208
159,208
159,208
159,209
156,208
156,208
157,133
157,133
157,134
158,134
159,133
159,133
158,133
158,133
158,133
157,133
157,133
157,133
157,133
157,133
158,133
157,133
157,133
156,133
156,133
154,133
153,133
153,133
152,133
153,133
153,133
154,133
154,133
154,134
153,134
153,133
152,133
152,133
152,133
151,133
152,133
153,133
153,133
153,133
153,133
152,133
151,133
150,133
150,133
149,133
149,133
149,133
148,133
149,133
148,133
148,133
148,133
147,133
147,133
147,133
147,133
148,133
148,133
148,133
147,133
146,133
146,133
145,208
145,208
146,210
146,209
147,209
147,208
147,209
147,208
147,209
148,208
149,208
148,209
148,209
148,209
147,209
148,209
149,209
150,210
151,208
151,209
151,209
151,209
151,209
152,210
151,209
151,209
152,209
153,208
154,208
155,210
155,210
155,209
155,210
154,209
155,210
155,210
155,208
155,209
156,209
156,209
157,209
157,209
158,209
158,210
157,209
158,208
158,209
159,209
159,209
160,208
160,208
158,208
158,209
157,209
157,209
158,209
158,209
158,209
159,209
159,208
159,208
159,168
158,66
157,66
157,66
157,133
158,133
158,133
158,134
159,134
160,133
161,134
162,134
163,134
164,133
165,133
165,133
166,133
166,133
166,133
166,133
167,133
166,133
167,133
167,134
167,133
166,133
166,133
166,133
166,133
164,133
164,133
163,133
163,133
164,133
163,133
163,133
163,134
163,134
162,135
161,135
161,133
160,133
160,133
161,133
161,133
161,133
162,133
161,133
160,133
159,133
159,133
159,133
160,133
161,133
160,133
160,133
157,133
156,133
156,134
155,134
155,134
156,191
156,209
155,209
155,209
155,209
155,208
156,209
157,208
157,208
157,208
157,210
157,209
157,209
157,209
158,208
158,208
158,208
159,209
159,209
159,210
158,209
157,209
157,209
157,209
157,209
158,209
159,208
160,208
161,208
160,209
160,208
160,210
159,210
159,213
159,211
159,209
160,208
161,209
161,209
162,208
162,209
163,210
164,210
164,210
165,209
165,209
165,209
166,208
167,208
167,208
167,209
167,208
167,208
168,210
166,210
166,209
166,209
166,209
167,209
167,210
167,210
167,154
167,133
167,133
167,134
166,133
164,134
160,133
158,134
156,134
156,134
157,133
158,133
157,133
157,134
158,134
157,134
157,133
156,133
156,133
155,133
154,133
154,133
154,133
153,133
152,133
152,134
152,133
154,133
154,133
155,133
155,133
155,133
154,133
152,133
152,133
151,133
152,133
152,133
152,133
151,133
151,133
150,133
150,133
150,133
150,133
151,133
150,133
150,133
149,133
149,133
149,133
149,133
149,133
149,133
150,133
150,133
150,134
150,133
150,133
150,133
149,133
149,153
149,209
149,209
150,208
150,209
151,209
151,209
151,209
151,209
151,208
152,208
152,209
152,209
152,209
152,209
152,208
152,209
153,211
153,210
154,210
155,208
155,208
155,209
155,209
154,209
154,208
155,208
155,208
155,208
156,209
156,208
156,209
156,209
156,209
157,209
158,209
158,209
158,209
158,208
158,210
158,208
158,209
158,209
158,210
158,209
157,208
156,208
155,208
155,209
155,209
155,209
156,209
156,209
157,209
157,209
158,209
156,209
156,209
156,209
156,209
156,188
157,133
158,133
158,134
158,133
157,134
156,134
156,134
156,133
156,133
156,133
157,133
157,133
157,133
156,134
156,133
156,133
156,133
155,133
155,133
154,133
154,133
153,133
153,133
153,133
154,133
153,133
153,133
152,133
151,134
151,134
151,133
151,133
151,133
152,133
152,133
151,133
151,133
151,133
150,133
150,133
150,133
151,133
151,134
152,134
152,133
152,133
151,133
151,134
150,134
150,133
150,133
150,133
150,133
150,133
149,133
150,133
151,133
152,133
153,133
153,133
153,134
152,210
150,210
149,210
148,208
148,208
149,208
149,208
149,208
149,209
149,210
149,208
150,209
151,209
152,210
152,209
152,209
151,208
151,209
151,209
151,208
152,210
151,209
151,209
151,209
152,209
153,209
153,210
154,210
153,209
153,208
154,209
154,210
154,210
155,208
155,208
156,209
156,209
156,210
157,208
157,209
157,210
157,211
157,209
158,209
159,209
159,209
159,209
160,209
161,209
161,209
161,209
161,209
160,209
160,209
160,211
160,209
161,209
162,210
162,209
162,209
163,208
164,208
164,230
164,231
165,228
166,228
165,228
166,228
167,228
167,229
167,228
167,228
167,228
167,228
167,228
167,227
167,228
168,227
168,228
169,227
169,227
168,227
168,228
168,227
168,227
168,228
167,228
167,227
167,227
167,228
167,229
167,228
167,229
167,229
167,228
168,227
169,227
169,227
169,227
170,228
170,229
170,230
170,230
170,228
170,227
171,227
170,227
170,228
170,228
170,228
169,228
169,230
169,228
169,229
170,229
170,228
169,228
169,227
169,228
169,228
169,228
169,225
170,159
170,96
169,95
169,95
169,96
170,96
169,96
169,96
169,95
169,95
168,95
167,95
167,95
166,95
165,95
164,95
164,95
164,95
163,95
163,95
162,95
162,95
161,95
160,95
159,95
158,95
157,95
157,95
157,95
157,95
157,95
155,95
154,95
154,95
152,24
151,0
150,0
150,0
148,0
148,0
149,0
150,0
149,0
149,0
