ns1:Value4,ns2:Watts
131,119
130,121
130,121
129,123
129,123
129,121
130,117
130,117
131,119
132,123
133,122
133,122
133,120
134,120
134,121
134,122
135,121
136,122
136,124
137,124
138,123
137,130
137,130
137,119
137,119
136,121
134,122
133,120
131,121
131,121
130,122
130,124
130,124
130,124
131,122
131,124
131,124
132,124
132,123
133,127
133,126
133,126
133,121
134,122
134,123
135,123
135,125
135,126
136,125
136,126
137,126
137,127
138,126
138,127
139,127
139,127
140,124
141,125
142,127
142,127
143,127
143,125
143,125
144,125
144,126
144,126
145,127
145,129
145,129
144,129
144,128
144,126
144,126
145,124
145,127
145,130
145,130
145,128
145,128
146,127
146,126
146,128
145,129
145,129
145,128
144,130
144,130
144,129
144,129
143,129
143,130
143,128
142,128
142,137
142,137
141,129
140,132
139,132
138,132
137,129
136,129
135,130
133,130
133,132
132,131
132,130
132,130
132,133
132,135
132,132
132,131
132,133
132,133
133,130
133,131
134,131
134,133
135,135
136,135
136,130
135,132
136,133
136,131
136,131
135,132
135,133
134,133
134,136
133,136
133,138
133,133
133,133
132,133
133,134
133,134
133,137
133,137
134,134
134,134
134,136
135,136
135,135
135,134
135,135
136,135
136,138
136,139
136,137
136,136
136,136
136,134
137,134
137,134
137,138
136,138
135,134
135,137
134,136
134,137
134,137
134,135
134,141
135,142
135,142
135,137
136,136
137,136
138,136
139,137
140,138
141,139
142,138
143,137
144,143
145,142
145,138
146,138
146,141
147,140
147,140
147,140
147,140
148,140
149,138
149,143
149,143
150,142
150,142
150,141
150,145
150,144
149,139
149,139
149,141
149,141
149,142
148,142
148,142
147,141
146,141
146,142
146,142
145,140
145,145
143,145
141,145
140,145
139,143
139,140
139,138
140,143
141,144
142,141
143,139
144,141
144,145
144,144
145,144
145,145
145,145
146,144
146,144
147,143
147,143
148,141
148,144
147,146
147,146
147,149
147,150
147,145
147,148
146,148
144,148
144,147
141,148
139,148
138,149
138,145
138,147
138,147
137,147
138,147
138,147
138,145
138,145
138,149
138,149
138,148
138,148
137,146
138,148
138,150
138,146
138,149
138,150
138,150
137,147
138,145
138,150
138,150
138,150
139,147
139,148
139,148
139,153
140,150
140,147
140,147
141,152
141,150
142,148
142,145
143,149
143,151
143,150
143,153
143,153
143,150
143,150
143,149
143,149
142,149
142,156
142,156
143,150
143,150
143,150
143,150
143,150
142,156
142,153
142,149
142,149
142,153
142,153
143,153
143,154
143,154
143,152
143,151
143,152
143,151
143,151
143,156
142,158
142,156
142,152
142,153
142,153
143,153
143,151
144,156
145,160
146,156
147,156
148,156
149,155
150,155
151,155
151,155
152,155
152,166
153,178
154,180
154,177
155,178
155,180
155,178
156,176
156,178
157,179
157,177
158,177
158,181
158,181
159,185
159,182
159,176
159,180
159,177
159,176
159,175
159,175
160,174
160,176
160,187
160,182
160,172
160,173
159,178
157,178
156,184
155,177
153,177
152,172
151,172
149,185
149,189
149,189
149,174
148,177
148,177
148,181
148,175
148,177
149,180
149,177
150,177
150,176
150,176
149,178
149,178
150,181
150,177
150,177
151,179
152,182
153,178
153,175
154,176
155,177
156,176
156,177
157,178
157,177
158,177
158,182
159,182
159,178
160,177
160,177
161,176
161,176
161,174
162,176
162,175
162,181
162,181
162,178
162,180
162,181
161,176
161,179
162,180
161,180
162,179
161,178
161,179
161,178
161,173
161,174
162,180
162,180
161,176
161,178
161,178
161,183
161,176
160,182
160,178
159,177
159,174
158,173
157,175
156,175
155,176
154,176
153,181
153,177
153,179
153,179
152,179
152,176
152,175
151,175
151,178
150,180
150,180
150,177
150,176
150,180
151,180
151,173
151,175
150,179
150,179
150,177
149,177
149,179
149,177
150,180
151,180
151,176
152,175
153,178
153,179
154,172
154,172
155,172
155,184
155,185
156,182
156,180
156,176
157,174
158,175
158,175
159,179
159,179
159,172
160,190
160,190
159,186
159,174
159,179
158,179
158,176
157,178
157,179
156,181
156,179
156,180
155,180
155,176
155,177
155,180
155,185
155,182
155,174
154,171
154,174
153,183
153,182
153,179
153,176
153,178
153,176
154,176
154,177
155,180
155,180
156,191
156,198
157,198
157,220
157,225
157,227
157,229
157,230
157,230
157,234
157,232
157,231
157,228
157,235
157,229
157,233
157,233
157,229
158,228
158,228
158,228
158,231
158,239
158,239
159,236
159,229
159,228
159,235
159,233
160,244
160,238
160,238
161,231
161,231
162,235
162,230
163,238
163,225
163,222
163,222
164,221
164,223
164,235
164,235
165,249
165,243
165,239
165,240
165,231
165,234
165,226
165,234
165,234
166,234
166,231
166,236
166,236
166,232
167,234
167,246
167,246
168,237
169,231
169,214
169,193
168,180
168,167
168,155
168,150
169,150
169,140
169,141
169,145
169,144
170,144
171,146
171,147
171,145
172,147
173,147
173,143
173,144
174,144
174,144
174,144
175,144
175,144
174,143
175,147
175,146
174,144
174,144
174,144
174,144
173,144
173,144
172,143
172,143
171,145
171,149
170,150
170,150
169,145
168,142
167,142
166,142
166,144
165,144
164,145
163,143
163,141
162,144
161,150
160,147
160,145
160,146
158,145
156,145
154,144
152,141
151,140
151,140
151,142
151,159
151,179
151,182
152,179
151,178
152,175
152,175
152,177
152,177
152,178
152,178
151,179
151,174
151,176
150,176
150,180
150,177
150,179
150,178
149,178
149,182
149,182
149,177
149,176
149,180
150,182
150,177
150,178
149,178
149,175
148,177
148,177
148,176
147,178
148,179
148,179
148,176
149,181
149,181
149,176
149,176
149,177
148,179
148,177
148,177
149,180
148,176
149,178
148,180
149,183
149,179
149,176
150,175
150,178
151,178
151,181
152,179
152,178
152,177
151,177
151,178
151,175
151,177
151,176
151,175
150,177
150,179
150,178
150,177
150,178
150,178
150,185
151,177
151,176
151,176
152,181
152,179
153,179
153,177
153,177
153,177
153,178
153,182
153,182
154,178
154,175
154,175
154,179
154,177
154,180
154,181
154,177
155,177
155,178
156,179
156,176
156,178
157,178
157,178
157,179
157,177
157,180
157,182
157,177
157,174
157,178
156,178
156,181
156,181
156,175
156,178
156,183
156,177
156,174
155,174
155,178
154,178
154,178
154,177
154,180
155,180
155,178
155,179
155,179
155,184
156,183
156,180
156,178
156,174
156,175
156,177
157,180
157,180
157,177
156,179
156,180
156,180
156,179
156,179
156,178
157,174
157,178
158,180
158,173
158,178
158,181
158,180
159,179
159,179
158,175
158,175
158,177
158,181
158,183
158,177
158,176
158,178
158,177
159,179
159,177
159,179
159,181
160,178
160,176
160,175
160,179
160,180
160,180
160,177
160,177
160,179
160,175
160,175
161,178
160,177
160,178
160,180
160,179
160,178
160,178
160,176
160,192
160,199
160,213
160,214
160,228
160,228
160,232
161,232
161,232
161,232
162,240
162,240
163,238
163,233
164,225
164,232
164,226
164,234
165,235
166,235
166,235
166,243
166,232
166,231
167,233
167,228
167,232
167,230
167,232
167,238
167,237
167,241
168,230
168,230
169,238
169,228
169,238
170,237
170,235
170,236
170,237
171,237
171,234
171,226
171,235
172,235
172,241
171,249
172,230
172,228
172,228
172,238
172,233
173,233
173,237
173,236
174,237
174,227
174,227
174,227
173,215
173,215
173,171
173,158
172,144
172,144
172,149
172,146
171,142
172,142
171,142
171,144
172,144
172,144
172,144
173,144
173,146
173,143
174,143
175,147
175,145
174,142
175,143
174,144
174,146
174,146
174,145
173,142
173,146
173,150
172,145
171,142
170,146
169,146
168,144
167,144
167,143
166,143
166,142
165,142
166,147
165,148
165,142
163,144
163,142
161,144
160,143
160,143
160,147
160,148
161,142
161,140
162,145
163,146
164,143
164,142
164,143
165,145
165,143
165,142
165,142
165,145
164,145
164,180
164,178
164,177
164,176
163,179
163,179
163,180
163,180
162,181
162,176
161,176
161,181
161,180
160,179
159,181
159,181
158,180
158,177
157,178
157,174
157,177
158,180
158,181
158,181
159,181
159,177
159,177
159,179
159,185
159,182
159,178
158,173
158,178
158,176
157,175
157,175
158,178
158,176
159,177
159,183
159,181
160,179
159,175
159,178
159,177
160,179
160,180
161,180
161,173
161,174
161,177
161,176
162,181
161,182
161,182
160,184
161,185
161,181
161,178
161,178
161,180
161,180
161,175
161,177
161,179
162,179
162,179
163,175
163,178
164,178
165,175
165,175
165,182
166,180
166,176
166,176
166,175
166,177
165,178
165,174
165,174
165,176
164,178
164,185
163,183
163,177
162,179
162,182
163,182
163,176
163,176
162,180
162,181
162,181
161,176
160,181
159,179
158,177
158,178
158,180
158,180
157,174
155,179
153,182
153,178
152,180
153,179
153,174
153,174
153,178
153,179
153,175
153,176
153,178
153,178
153,177
153,182
154,178
155,179
155,181
156,178
157,176
157,178
158,178
158,177
158,181
157,181
158,177
158,176
158,177
159,178
158,179
159,177
159,178
159,179
159,177
160,177
160,178
160,179
160,184
161,180
161,172
161,172
161,178
161,178
161,179
161,178
159,175
159,176
159,177
158,180
159,180
159,176
159,176
159,179
158,175
157,178
157,178
157,179
157,179
157,181
158,179
158,182
158,179
159,173
159,178
160,180
160,174
160,175
161,178
161,177
160,178
161,178
161,179
161,178
160,179
160,181
159,177
159,177
159,180
158,216
159,238
160,236
160,237
160,231
161,233
161,235
162,234
162,234
163,233
163,230
164,228
164,224
165,220
165,225
165,224
165,237
166,231
166,237
166,237
166,232
167,238
167,229
168,231
169,231
169,240
170,246
170,239
171,239
171,239
171,230
171,238
171,235
172,231
172,235
172,234
172,235
172,239
173,234
173,229
173,227
173,233
174,228
174,225
174,227
174,247
175,244
175,236
175,236
175,236
175,229
175,229
175,235
176,238
175,235
176,234
175,226
176,228
175,223
175,223
175,229
175,201
176,185
175,161
175,143
174,143
174,142
174,142
173,144
173,147
172,143
172,146
171,143
170,149
170,148
169,145
169,147
169,145
168,143
168,140
168,142
168,145
167,146
167,146
167,145
167,143
166,143
166,145
165,146
165,145
165,143
164,142
164,140
163,143
163,154
163,150
163,144
163,142
163,146
163,146
164,144
164,144
165,148
165,147
165,142
165,141
165,141
165,140
165,140
165,141
164,142
162,146
161,147
160,149
159,147
159,142
159,143
159,140
159,142
158,152
158,152
158,169
157,171
157,171
156,174
155,176
155,174
156,173
156,179
156,179
157,179
159,175
160,178
160,177
161,174
162,181
162,182
163,181
164,171
164,174
164,192
163,191
163,182
163,177
163,177
163,180
163,178
163,175
163,176
162,178
161,176
160,174
159,182
158,182
158,182
158,174
157,174
157,182
157,180
157,181
158,180
158,175
158,176
158,179
157,180
157,181
155,177
153,173
152,175
152,182
152,180
152,183
152,174
153,179
153,179
153,181
153,181
154,178
154,176
154,177
155,180
155,180
155,177
155,177
155,178
155,178
155,183
155,183
156,185
156,185
156,180
156,179
156,179
156,180
157,177
157,177
156,175
157,181
157,177
156,172
156,174
156,175
156,180
156,180
156,179
156,174
155,175
156,176
155,177
156,177
156,180
156,182
156,183
156,182
156,181
156,179
156,178
157,176
157,177
158,179
158,177
158,176
159,177
159,176
159,179
160,180
160,178
160,181
160,181
160,177
160,179
160,177
160,180
160,185
161,183
161,175
161,173
161,176
161,180
162,175
162,179
163,175
164,181
165,180
165,178
166,176
167,178
167,181
168,182
168,182
169,177
169,176
169,178
170,181
170,187
170,185
170,179
169,174
169,175
169,177
169,179
168,177
167,173
167,178
167,175
166,181
166,184
166,180
165,177
165,178
165,178
164,178
163,178
162,174
162,179
162,179
161,184
161,179
161,177
161,176
160,173
160,178
160,183
160,180
160,177
160,181
160,180
159,180
160,175
159,180
159,179
160,178
160,177
160,179
160,180
160,182
160,176
160,176
161,176
161,181
161,181
161,181
161,189
161,192
160,196
161,215
161,215
161,236
162,233
162,232
162,239
163,233
163,233
164,230
164,233
165,231
165,232
166,236
166,236
166,232
167,235
167,232
168,232
168,237
168,231
169,238
169,228
169,233
170,236
170,233
170,244
170,236
171,241
171,232
171,237
172,233
172,229
172,238
172,224
172,235
173,232
173,232
173,238
174,232
174,232
174,234
174,235
174,235
174,225
175,235
175,235
175,240
175,232
175,235
175,235
175,235
176,245
176,234
175,243
176,236
176,233
176,233
176,233
176,233
177,219
177,176
177,156
177,151
177,154
177,145
177,143
176,146
176,149
176,148
176,142
176,140
175,146
175,148
176,146
176,143
176,142
176,142
176,145
177,145
177,142
177,142
177,142
177,143
178,147
178,143
177,151
178,152
178,145
177,140
177,139
176,145
176,148
175,149
175,149
174,142
174,143
173,145
173,144
172,143
172,142
171,145
171,146
171,143
170,143
170,146
170,146
170,146
169,144
169,142
168,146
168,146
168,144
168,143
169,144
168,146
168,146
167,146
167,144
166,143
166,141
165,144
164,145
163,142
162,142
162,145
161,144
161,145
161,143
160,143
160,143
161,147
161,148
160,148
161,144
161,143
160,143
159,146
159,145
159,143
158,142
158,143
158,144
158,144
157,146
157,145
157,148
157,147
158,143
158,143
157,142
157,143
156,145
155,145
155,143
154,142
154,144
153,144
152,143
151,145
151,146
150,145
150,143
150,144
150,143
149,145
149,146
149,146
149,146
149,143
149,143
149,141
150,143
150,146
150,145
151,147
151,145
152,146
152,145
152,145
152,144
153,168
153,186
154,203
154,204
154,206
154,203
154,194
154,198
155,198
155,198
155,203
155,202
155,200
155,196
155,195
155,207
156,210
157,206
157,200
157,196
157,194
156,201
156,203
156,199
156,199
156,197
156,201
157,204
157,200
158,196
158,196
158,197
158,201
159,202
159,200
159,200
159,197
159,194
159,194
160,200
160,201
160,196
160,207
160,203
160,199
160,199
161,199
161,200
161,216
161,209
162,194
162,194
162,201
163,197
163,194
163,194
164,206
164,204
164,199
164,198
165,195
165,208
165,207
165,200
166,200
166,198
166,201
166,198
167,198
167,202
167,199
167,195
167,195
167,190
167,175
167,175
166,175
165,175
164,0
163,0
163,0
162,0
161,0
161,0
