HR,Watts
160,201
160,203
159,202
158,199
157,205
157,210
157,204
156,202
157,200
157,199
157,200
157,203
158,200
159,200
160,199
161,199
162,199
163,201
164,201
166,201
167,200
167,201
168,200
168,199
168,201
168,202
168,200
168,199
168,201
169,198
169,198
169,198
170,198
170,203
169,203
169,200
168,201
167,200
167,199
166,199
166,201
165,202
165,201
165,197
165,199
165,202
165,202
165,202
164,199
164,200
163,199
163,199
162,200
162,198
162,200
162,200
162,199
162,198
162,199
162,202
161,200
160,200
160,200
160,200
160,201
160,200
160,201
160,201
160,201
159,200
159,198
159,197
159,201
158,200
158,203
158,203
157,200
156,202
156,202
156,200
156,199
157,202
157,202
158,198
158,198
159,199
158,200
158,201
158,200
158,201
157,200
157,200
157,199
157,201
157,201
157,201
157,198
157,199
156,201
156,201
155,204
153,204
153,199
152,198
152,202
152,202
153,201
154,199
155,199
156,199
157,202
157,201
157,202
157,199
158,199
158,201
159,200
159,201
159,200
160,202
160,201
160,199
160,196
159,200
159,203
160,201
159,200
159,200
159,199
159,200
159,200
159,200
159,201
158,199
159,200
158,200
158,201
158,201
158,200
158,198
158,201
158,203
158,201
159,199
159,198
160,200
160,202
160,204
160,200
160,201
160,201
159,200
158,198
158,200
157,200
157,199
156,200
156,200
155,199
154,202
154,200
153,200
153,200
153,199
153,198
153,201
152,202
153,200
152,201
152,199
152,200
152,201
152,199
152,199
152,199
152,201
152,202
152,201
152,200
152,200
152,200
153,200
153,200
153,200
153,200
152,199
153,199
153,198
153,200
153,202
152,201
152,199
151,200
151,198
150,200
151,200
150,199
151,202
151,201
152,200
153,199
154,198
155,198
156,198
157,201
158,201
159,201
160,202
161,199
161,201
162,199
162,201
162,200
162,200
163,201
163,201
164,200
164,200
165,201
165,201
165,200
165,199
165,201
166,199
166,200
165,200
165,200
165,201
164,200
164,199
164,199
164,199
165,199
164,200
164,200
164,201
163,200
163,199
163,200
163,200
162,201
162,202
162,199
162,199
162,196
162,198
162,204
162,201
160,200
159,199
159,199
159,200
160,198
160,200
160,201
159,199
159,201
158,203
158,200
158,199
159,200
159,199
160,198
160,201
160,202
160,201
161,199
161,200
161,200
161,200
161,197
162,197
162,201
162,203
162,202
162,200
163,199
163,199
163,200
163,202
164,200
164,199
165,200
165,200
165,201
165,201
165,200
165,200
164,199
164,199
165,200
165,201
164,199
165,198
164,199
164,199
164,201
164,200
164,200
164,201
164,201
164,200
164,199
164,203
164,197
164,201
163,204
163,201
162,201
162,201
162,203
162,202
162,200
162,200
161,202
161,199
161,198
161,198
161,199
161,199
160,203
160,202
160,200
159,201
159,201
159,199
159,201
159,203
159,200
160,199
160,200
160,198
160,201
160,198
160,198
159,196
160,204
160,203
160,199
160,202
161,204
160,201
160,197
159,198
158,200
158,201
157,200
157,196
157,198
157,200
156,202
155,203
155,200
155,200
154,200
154,201
154,200
154,200
155,199
155,198
155,201
155,199
155,198
155,199
155,203
155,202
155,199
154,200
154,201
154,199
154,198
153,199
153,203
153,200
153,199
154,199
154,201
154,199
154,202
154,201
154,198
154,199
153,198
153,198
154,204
154,203
154,200
154,198
154,199
155,202
155,202
156,202
156,198
156,199
155,200
155,201
154,200
154,204
154,199
154,200
154,202
154,202
154,200
155,200
155,198
156,200
157,199
157,200
158,201
159,200
160,198
161,197
161,200
162,201
162,199
162,202
162,202
163,202
163,202
163,201
164,201
165,200
165,199
166,199
166,200
166,199
166,199
166,201
167,200
167,204
167,201
166,199
166,201
164,199
163,199
162,200
161,200
160,199
159,200
159,204
159,198
160,200
160,201
160,199
160,199
159,199
159,201
159,199
157,197
157,204
156,206
156,202
156,199
157,200
157,198
156,198
156,201
156,198
155,199
154,201
154,201
154,199
154,202
154,199
154,199
154,200
153,201
153,201
153,201
154,200
154,200
154,201
155,201
155,198
155,200
156,200
153,200
153,202
152,199
152,201
152,201
152,199
152,199
153,201
153,199
153,200
153,202
153,200
153,198
153,199
152,199
153,199
152,200
152,199
153,200
153,201
153,199
152,202
152,200
152,200
152,201
152,203
152,201
152,201
152,201
153,198
152,199
153,199
152,202
153,204
153,200
154,200
154,200
155,199
156,199
156,199
157,201
157,202
158,201
158,201
158,200
158,199
159,200
159,202
159,201
160,199
160,199
160,200
160,200
159,198
158,201
157,200
156,199
156,200
156,202
156,199
157,199
157,198
157,201
157,200
157,199
157,199
157,199
157,199
157,196
157,196
158,199
158,199
158,201
158,200
159,199
160,198
160,197
161,198
161,201
162,201
162,200
163,201
163,203
164,199
164,197
164,198
164,201
165,202
165,202
165,200
165,202
165,202
166,198
166,199
166,200
167,200
167,198
168,198
168,199
168,200
168,202
169,201
169,201
170,199
170,199
170,202
170,200
171,200
171,201
171,202
171,201
171,197
171,199
171,203
171,201
172,199
172,199
172,200
172,200
172,201
173,200
173,199
173,201
172,203
172,202
173,200
173,200
173,198
173,200
173,196
173,193
173,199
172,201
171,207
171,205
171,204
171,205
171,200
171,200
172,199
172,200
173,202
173,200
173,199
174,200
174,197
174,200
175,205
175,201
175,196
176,201
176,200
176,199
176,198
176,196
176,197
176,199
176,198
176,205
176,201
176,201
176,199
175,198
175,201
175,198
174,199
175,202
175,199
174,199
174,202
173,200
173,201
173,204
173,199
173,196
173,200
174,201
173,202
173,203
173,201
174,201
174,200
174,200
174,200
175,199
175,199
175,200
175,201
175,203
175,200
174,200
174,200
173,200
174,200
174,201
173,199
173,199
172,199
170,202
170,200
168,198
167,200
166,202
166,201
166,199
166,200
166,201
166,201
167,201
168,199
168,200
168,200
168,201
168,200
168,199
169,200
169,200
169,197
169,199
170,199
170,200
170,201
170,201
170,203
170,201
171,201
171,200
170,197
170,198
170,197
170,197
170,203
170,201
170,198
169,197
169,201
169,203
169,201
168,200
168,201
168,201
167,199
167,201
167,204
167,200
167,199
167,197
167,198
166,200
166,200
167,200
167,201
167,199
167,198
166,205
166,203
166,198
166,199
166,202
165,199
165,200
165,201
165,199
164,199
163,199
162,201
161,201
161,199
160,200
159,202
159,200
158,199
158,199
158,200
158,201
158,200
157,203
157,199
158,200
158,200
157,199
156,199
156,201
157,199
157,199
157,202
158,200
158,201
158,200
159,199
159,199
159,200
159,200
160,199
160,200
160,200
160,198
161,201
161,202
161,200
161,199
161,201
161,200
161,200
162,199
162,200
162,200
162,200
162,199
162,200
162,201
162,199
162,200
162,200
162,200
162,200
162,199
161,201
160,203
159,203
159,198
160,198
160,198
160,197
161,200
161,205
161,200
161,198
162,199
162,200
162,199
161,200
161,201
161,198
161,201
161,202
161,200
162,199
162,201
163,203
163,198
163,200
163,201
163,199
162,199
162,202
162,202
161,200
161,200
161,201
161,200
161,200
161,200
161,199
161,197
161,199
162,200
160,202
160,203
160,199
160,198
160,199
160,199
160,201
159,200
159,200
159,200
159,200
159,202
160,200
160,199
160,201
160,200
161,202
162,204
162,202
164,199
165,199
166,200
167,200
168,198
168,197
168,198
169,199
169,199
169,199
169,200
170,198
170,200
170,198
170,200
170,203
170,203
170,201
170,200
170,200
171,200
171,202
171,202
171,199
172,201
172,203
173,199
173,200
173,199
174,200
175,198
175,200
176,201
176,201
176,199
176,200
176,201
177,200
176,201
176,200
176,201
176,200
177,198
177,200
177,201
177,200
177,199
177,201
177,200
177,199
177,198
177,201
177,201
177,207
176,203
176,141
176,122
175,123
175,120
175,123
175,123
175,121
174,121
175,122
175,122
175,122
175,121
175,123
175,123
176,123
175,123
176,122
176,122
175,123
175,123
175,122
174,121
173,123
172,123
171,122
170,121
169,122
169,122
168,122
168,122
168,123
168,123
168,122
167,122
167,123
167,122
166,122
166,122
165,121
164,122
164,123
163,122
162,122
162,123
161,123
161,122
161,122
161,122
161,122
161,122
161,121
161,122
160,123
160,122
159,123
160,122
160,122
159,122
159,122
158,122
158,123
157,122
157,122
156,122
156,122
155,123
155,122
155,122
155,121
154,123
154,122
154,121
153,122
153,122
153,122
153,122
153,122
153,122
152,122
152,123
152,123
152,123
152,122
152,122
153,121
153,122
154,122
155,122
155,122
155,122
155,122
154,122
153,122
152,122
152,122
151,122
151,122
150,122
150,123
150,122
150,121
150,122
150,123
150,123
149,122
149,122
149,121
148,122
148,122
149,122
149,122
149,123
149,122
149,122
149,122
148,122
148,122
148,122
149,122
149,122
149,122
149,122
149,121
148,122
147,122
146,123
145,122
145,123
144,122
144,122
144,121
144,122
144,122
144,122
144,124
144,122
144,121
145,121
145,122
145,122
144,123
144,122
144,122
144,122
144,122
145,122
145,123
145,122
145,122
145,123
144,123
144,122
144,122
144,124
143,122
143,121
144,121
144,122
144,122
144,122
143,122
144,121
144,122
144,122
144,121
145,122
145,122
146,123
146,122
147,122
147,121
147,122
147,123
148,123
149,122
149,122
149,122
149,122
149,122
149,122
149,125
149,122
149,121
149,121
146,122
145,122
142,122
141,122
140,123
140,122
140,122
140,122
140,122
139,122
139,122
138,0
138,0
138,122
138,122
138,122
137,121
137,124
137,124
137,121
137,122
137,123
136,127
137,124
138,122
138,121
138,121
137,121
138,122
138,122
138,121
138,90
138,0
137,0
136,0
134,0
132,0
132,20
132,20
133,20
134,0
134,0
134,0
134,0
134,0
137,27
135,52
133,87
130,87
129,124
128,124
128,123
128,123
129,122
129,122
130,122
131,122
131,123
131,123
132,122
133,122
133,122
134,122
134,122
135,122
135,121
136,121
136,120
135,120
133,30
133,0
132,0
131,0
130,24
129,24
127,40
126,40
126,40
127,0
128,0
129,0
131,0
132,0
,101
,146
,225
,228
,226
,216
,151
,202
,202
,206
,206
,203
,203
,202
,199
,201
,201
,199
,199
,199
,201
,201
,200
,200
,199
,200
,200
,201
,199
,200
,200
,201
,201
,202
,200
,200
154,199
154,199
154,198
154,202
154,200
,199
,201
,202
,199
,199
,201
,200
156,200
156,199
156,199
156,200
154,199
154,200
154,201
154,201
152,201
152,199
152,202
152,202
152,199
152,199
152,199
152,199
155,200
155,200
155,201
155,199
155,200
159,199
159,199
160,199
161,199
161,200
162,199
162,201
162,201
162,199
162,199
161,201
161,200
159,202
158,199
157,200
155,200
155,199
155,199
154,201
153,201
153,201
154,198
153,199
153,199
153,199
154,200
154,199
154,201
154,201
154,201
154,201
154,199
154,201
153,200
154,200
154,200
154,201
154,201
155,200
155,200
155,200
154,200
154,199
154,199
154,200
153,201
154,201
154,201
153,200
154,200
153,200
153,201
153,199
154,201
154,201
154,200
154,200
154,199
155,201
155,201
155,200
155,199
155,199
154,198
154,198
153,201
153,199
153,200
152,200
152,200
153,201
153,200
153,201
154,201
154,200
153,201
153,201
153,200
153,200
154,199
154,200
155,200
155,198
155,199
155,199
155,199
155,199
155,199
155,199
155,199
156,200
156,200
156,201
155,200
155,200
155,200
155,200
155,199
155,199
155,200
155,200
155,200
156,200
155,200
156,200
156,200
157,199
158,199
159,199
160,199
161,201
162,201
163,201
164,201
165,201
165,199
166,199
166,200
167,200
168,201
168,201
168,200
168,200
168,199
167,200
166,200
165,199
164,199
163,201
162,201
162,198
161,198
161,199
161,201
161,201
161,202
160,202
160,200
160,200
160,199
160,199
159,201
159,201
159,201
159,201
159,201
158,207
159,202
159,202
159,202
160,200
160,200
161,203
162,203
163,200
163,200
163,201
163,201
163,200
163,200
163,199
163,200
164,201
164,200
164,200
165,200
165,200
165,199
165,199
165,200
165,199
165,199
165,200
165,200
165,200
165,200
164,199
163,199
162,199
162,200
162,200
162,203
162,203
162,201
162,201
162,200
163,200
163,200
163,200
163,199
163,198
163,198
163,200
163,200
163,200
163,200
164,200
164,199
163,199
163,203
164,203
164,203
164,199
164,199
164,198
164,198
164,198
163,197
163,198
163,199
163,198
163,199
164,199
163,199
163,199
164,199
164,198
164,198
164,200
165,204
165,200
165,200
166,199
165,200
165,200
164,198
164,201
164,200
164,200
164,199
164,199
164,201
165,200
165,200
166,200
166,200
167,199
166,202
167,199
166,199
166,199
166,200
166,200
165,199
165,199
165,199
165,200
165,200
164,200
164,199
163,202
163,202
162,200
162,200
161,199
161,199
161,200
161,200
160,200
160,200
160,200
159,201
160,200
159,200
160,200
160,205
160,205
160,205
160,205
161,200
161,200
162,201
162,200
162,200
162,200
163,198
163,200
163,200
164,203
164,200
163,203
164,203
163,199
163,199
164,200
164,199
164,200
165,200
165,199
165,201
165,201
165,200
165,200
165,198
166,198
164,200
163,202
163,202
163,199
164,200
164,200
163,199
164,198
164,199
163,201
163,200
163,200
162,203
162,203
162,200
163,202
163,200
163,201
163,201
163,200
163,199
164,201
164,201
165,199
165,199
165,201
165,201
165,199
165,199
165,198
165,198
165,198
165,198
165,146
164,146
164,196
163,195
163,197
163,201
163,201
163,199
163,199
163,199
163,200
164,198
164,198
164,198
164,198
164,198
164,200
164,204
163,201
163,199
163,200
163,200
162,201
162,201
162,199
162,200
162,200
162,198
162,201
162,200
162,200
162,199
162,199
162,198
161,200
162,200
162,201
162,201
162,202
162,202
162,200
162,200
162,200
162,199
162,199
162,200
162,200
162,201
162,201
162,199
163,200
164,200
164,199
164,201
164,201
164,201
164,201
164,199
164,200
164,200
164,200
165,201
165,205
165,205
166,200
166,199
166,199
166,202
166,201
166,202
167,202
167,200
168,200
169,200
170,200
170,200
171,203
172,200
172,199
173,199
172,200
172,200
172,200
171,201
170,199
170,199
170,200
170,199
170,199
170,200
170,200
171,198
171,199
171,199
171,200
170,200
171,200
171,199
172,200
172,200
173,200
174,201
174,200
175,200
176,200
176,201
175,201
176,201
176,201
176,199
176,199
176,201
176,201
177,200
177,200
177,202
178,202
178,205
178,201
178,100
178,0
178,0
178,0
177,0
177,0
177,0
176,195
176,195
176,199
176,199
175,198
175,198
174,196
174,197
173,197
173,198
172,198
171,194
170,195
170,205
169,205
169,203
170,203
170,200
169,199
170,199
169,199
169,199
170,200
170,200
170,197
170,202
170,202
171,200
171,200
171,200
171,199
171,200
171,200
171,192
170,192
171,199
171,200
170,200
170,203
170,204
170,202
170,202
171,197
171,204
171,204
171,200
172,202
172,202
172,201
171,199
171,199
171,198
170,198
171,198
170,198
170,198
170,198
170,201
170,201
169,208
169,219
169,206
168,206
168,204
167,202
168,202
167,200
167,200
167,201
166,200
167,201
167,201
168,201
168,200
169,202
169,201
170,200
171,200
172,200
173,200
174,201
174,201
176,199
176,199
177,199
178,201
178,205
179,205
180,201
180,201
180,199
181,199
181,199
180,200
181,202
181,202
180,199
180,203
180,201
180,201
180,201
180,200
180,200
180,200
180,200
180,200
180,200
180,199
180,199
179,199
180,199
180,199
180,200
179,200
179,200
179,200
179,200
179,200
179,200
178,197
177,197
177,196
176,196
176,198
175,198
175,198
175,200
175,200
174,201
174,201
174,203
174,203
174,202
174,202
174,199
174,198
174,198
173,200
173,200
172,199
172,204
173,201
173,201
173,200
173,199
173,199
174,200
174,198
174,202
175,199
175,200
175,200
175,200
175,200
175,199
175,200
175,199
174,199
174,199
174,198
173,198
174,201
173,201
173,200
173,200
173,200
172,201
172,199
172,199
171,200
172,201
172,202
172,202
172,204
172,204
172,200
172,200
171,206
171,206
171,206
172,202
172,202
172,200
172,201
172,201
173,200
173,200
173,200
174,201
174,201
174,199
175,199
175,201
175,199
175,199
175,200
175,200
175,202
175,200
175,200
174,201
175,200
175,200
175,199
175,199
175,200
174,201
174,200
174,200
174,200
174,200
174,200
174,199
174,199
174,199
173,201
172,201
172,202
171,202
170,202
170,199
170,200
170,200
169,199
170,199
170,199
170,199
169,199
169,199
169,199
168,201
168,199
168,200
168,200
167,198
167,198
167,200
167,200
166,197
166,197
166,197
166,199
165,199
165,198
164,197
164,199
163,199
163,199
163,199
163,199
163,199
163,199
163,198
163,200
163,200
162,201
162,202
162,201
161,201
161,199
161,198
161,198
161,198
161,198
161,200
161,200
161,200
161,204
162,204
162,199
162,200
162,199
162,199
160,198
158,205
158,205
158,200
159,200
159,200
160,200
160,199
160,201
159,201
160,201
160,200
160,199
161,199
161,199
161,199
162,200
162,202
162,202
163,202
164,202
164,201
164,198
165,200
164,200
165,200
164,200
164,200
164,199
164,204
164,204
164,198
165,198
165,198
166,200
166,200
167,198
168,198
168,201
169,201
170,200
170,200
170,198
171,200
171,200
171,199
172,201
172,200
172,200
172,201
172,201
172,200
172,200
171,199
170,199
170,200
170,200
170,200
170,199
170,199
170,199
170,200
170,200
170,198
171,198
170,200
171,203
171,201
171,201
171,199
172,200
172,200
171,199
171,199
170,200
170,200
170,201
170,201
170,201
170,201
170,204
170,202
170,198
170,200
169,200
170,200
170,200
170,199
170,198
169,201
170,201
170,202
169,200
169,200
169,201
168,201
168,200
167,199
167,199
167,200
167,200
167,200
167,200
167,202
168,202
168,201
168,201
169,200
169,200
169,200
169,198
169,198
170,200
171,199
171,199
172,199
171,200
171,200
171,202
172,201
172,201
172,201
173,201
173,200
173,198
173,198
173,200
172,201
172,199
172,199
172,200
172,204
172,199
172,199
172,199
172,198
172,198
172,198
172,198
171,198
172,201
171,201
171,201
170,201
170,201
169,199
169,201
169,200
169,199
169,199
169,203
169,200
169,200
169,200
169,200
169,199
168,199
167,200
167,200
166,199
166,202
166,202
166,200
167,200
167,201
168,199
168,199
168,204
169,202
170,202
170,202
170,203
169,203
169,200
169,197
169,198
169,198
170,200
170,201
170,200
171,200
171,200
172,199
172,199
172,200
173,199
173,200
173,200
173,205
173,202
173,202
173,202
174,202
174,202
174,202
173,201
173,199
173,199
174,202
174,201
173,199
174,199
174,200
174,200
174,199
174,199
174,199
174,198
174,201
174,200
173,200
173,200
173,200
173,202
173,200
174,199
173,199
174,200
174,198
174,198
173,201
173,201
174,201
174,201
173,199
173,201
173,201
173,199
173,199
173,199
173,199
173,200
172,200
172,199
172,199
172,200
172,201
172,201
172,200
172,200
172,201
172,200
173,199
173,199
173,199
173,200
172,204
172,202
172,202
171,201
170,200
168,201
168,201
167,199
167,200
167,200
167,198
167,198
167,200
167,200
165,198
164,200
164,200
164,201
164,199
163,199
163,201
162,201
162,200
162,200
162,200
162,201
162,200
163,200
163,200
163,200
163,200
163,200
163,203
163,206
164,206
164,199
165,199
165,200
165,201
165,200
165,200
165,200
165,200
165,200
165,199
165,199
166,198
166,198
166,205
166,205
166,201
166,199
167,199
167,200
167,200
166,200
166,199
166,199
166,204
166,202
166,202
166,198
166,199
166,199
166,201
166,205
166,205
165,202
165,200
165,200
165,200
164,201
165,199
165,198
165,198
164,204
164,204
164,202
165,202
165,201
165,149
165,149
165,149
165,0
165,0
165,0
164,0
163,121
163,121
163,123
164,121
164,121
164,122
164,123
163,123
163,123
163,122
164,122
164,122
164,122
164,118
165,119
165,119
165,119
165,119
166,119
166,119
166,119
166,119
166,120
166,120
166,119
165,119
165,118
165,118
164,117
164,116
163,116
162,116
161,116
160,116
159,116
156,116
156,116
156,116
157,116
158,116
158,116
158,114
158,114
158,112
158,112
159,112
159,112
159,112
159,112
158,113
157,113
155,113
154,112
153,112
153,112
151,113
151,113
149,110
149,110
149,109
149,109
149,109
149,109
150,109
150,109
151,109
151,110
152,110
152,109
152,108
153,109
153,109
153,107
154,106
154,107
154,106
153,106
152,106
152,106
151,106
151,106
151,107
151,106
151,106
151,106
151,106
150,104
151,104
150,102
150,102
150,102
150,102
150,102
149,102
148,102
147,101
147,102
148,102
148,102
148,102
147,102
147,102
146,101
146,101
147,99
147,99
147,99
147,99
146,99
146,99
145,99
144,99
144,99
144,99
144,99
144,99
145,97
145,97
144,96
144,96
144,96
143,96
143,96
143,96
144,96
144,96
144,96
144,95
144,95
143,96
143,97
141,97
139,92
138,92
135,92
134,92
134,92
134,92
134,92
134,92
134,92
134,92
133,92
132,92
132,93
132,92
132,93
132,91
132,88
131,90
131,90
131,89
131,89
131,89
131,89
131,89
131,89
132,89
132,90
133,90
133,90
133,89
133,88
133,86
133,87
133,87
133,85
133,85
134,85
135,86
136,86
137,86
138,86
